algorithm,precision,dims,iterations,s,nx,ny,nz,xs_tile_size,init_time,time,std_dev
sdd-lstct,D,3,100,4,400,400,400,100000,24171978,18504899.11,1876113.601
sdd-lstct,D,3,100,4,256,256,256,100000,12124856,5115934.819,919956.6163
sdd-lstct,D,3,100,4,256,256,256,100000,11947947,7827366.959,353327.0932
sdd-lstct,D,3,100,4,256,256,256,100000,12069344,8452095.5,633895.668
sdd-lstct,D,3,100,4,256,256,256,100000,12035075,7634103.739,351036.1931
sdd-lstct,D,3,100,4,256,256,256,100000,11968584,7272405.679,1643800.6
sdd-lstct,D,3,100,4,192,192,192,100000,4513726,2030187.639,821057.6989
sdd-lstct,D,3,100,4,192,192,192,100000,4460136,2434811.439,1115707.221
sdd-lstct,D,3,100,4,192,192,192,100000,4492075,3771686.619,251373.053
sdd-lstct,D,3,100,4,192,192,192,100000,4470020,3636547.159,346856.5481
sdd-lstct,D,3,100,4,192,192,192,100000,4472368,3856227.519,221773.0929
sdd-lstct,D,3,100,4,224,224,224,100000,4835159,3528594.759,712263.4738
sdd-lstct,D,3,100,4,224,224,224,100000,4825074,4477003.919,616749.0269
sdd-lstct,D,3,100,4,224,224,224,100000,4820674,5574429.959,1374696.254
sdd-lstct,D,3,100,4,224,224,224,100000,4820869,5257877.439,326386.7804
sdd-lstct,D,3,100,4,224,224,224,100000,4832855,5616683.259,468772.4826
sdd-lstct,S,3,100,8,100,100,100,100000,474498,636458.4399,41792.20439
sdd-lstct,S,3,100,8,100,100,100,100000,1335078,597494.1799,25304.50107
sdd-lstct,S,3,100,8,100,100,100,100000,1114220,476726.5599,79151.94756
sdd-lstct,S,3,100,8,100,100,100,100000,1045512,344008.9399,15014.79399
sdd-lstct,S,3,100,8,100,100,100,100000,1045959,327324.1199,13406.26903
sdd-lstct,S,3,100,8,192,192,192,100000,8860975,1797652.279,559922.2916
sdd-lstct,S,3,100,8,192,192,192,100000,8875585,3306307.259,517409.6039
sdd-lstct,S,3,100,8,192,192,192,100000,8835037,3826552.479,316133.7027
sdd-lstct,S,3,100,8,192,192,192,100000,8865270,3663656.079,262303.9469
sdd-lstct,S,3,100,8,192,192,192,100000,8830989,3657870.419,608589.2239
sdd-lstct,S,3,100,8,160,160,160,100000,3569092,1544367.719,618521.9731
sdd-lstct,S,3,100,8,160,160,160,100000,3606088,1318111.199,641374.7468
sdd-lstct,S,3,100,8,160,160,160,100000,3643975,2406658.559,85467.07584
sdd-lstct,S,3,100,8,160,160,160,100000,3591844,2009741.519,60959.67788
sdd-lstct,S,3,100,8,160,160,160,100000,3643998,2444157.719,47073.76445
sdd-lstct,S,3,100,8,250,250,250,100000,9735724,4706012.439,934867.4268
sdd-lstct,S,3,100,8,250,250,250,100000,9148130,6647918.879,643298.8994
sdd-lstct,S,3,100,8,250,250,250,100000,9228206,6663101.739,552509.0139
sdd-lstct,S,3,100,8,250,250,250,100000,9189275,6531936.039,583820.5977
sdd-lstct,S,3,100,8,250,250,250,100000,9242310,6720228.239,380784.2706
sdd-lstct,S,3,100,8,150,150,150,100000,2501971,1422103.479,664006.8992
sdd-lstct,S,3,100,8,150,150,150,100000,2461195,1640524.619,481742.4669
sdd-lstct,S,3,100,8,150,150,150,100000,2495418,1883757.819,94240.79579
sdd-lstct,S,3,100,8,150,150,150,100000,2479588,2249474.279,277319.474
sdd-lstct,S,3,100,8,150,150,150,100000,2473228,2143491.039,193264.4207
sdd-lstct,S,3,100,8,288,288,288,100000,21523702,7382004.559,882349.0176
sdd-lstct,S,3,100,8,288,288,288,100000,21630132,10600083.95,365459.2834
sdd-lstct,S,3,100,8,288,288,288,100000,21655914,12210844.21,1126062.198
sdd-lstct,S,3,100,8,288,288,288,100000,21884425,10088175.03,354425.8941
sdd-lstct,S,3,100,8,288,288,288,100000,21502228,11299674.63,2119043.434
sdd-lstct,S,3,100,8,200,200,200,100000,5143336,2633150.879,825751.7939
sdd-lstct,S,3,100,8,200,200,200,100000,5093174,2912157.339,576937.1683
sdd-lstct,S,3,100,8,200,200,200,100000,5063672,3829230.799,269102.3685
sdd-lstct,S,3,100,8,200,200,200,100000,5077423,4316239.879,356528.7847
sdd-lstct,S,3,100,8,200,200,200,100000,5094532,3973530.819,329749.1366
sdd-lstct,S,3,100,8,224,224,224,100000,9993140,3041428.719,706972.7553
sdd-lstct,S,3,100,8,224,224,224,100000,9959385,4479558.519,1009840.2
sdd-lstct,S,3,100,8,224,224,224,100000,10051479,5370311.119,259830.2757
sdd-lstct,S,3,100,8,224,224,224,100000,10036006,5277313.719,374299.3214
sdd-lstct,S,3,100,8,224,224,224,100000,10067085,5403681.339,551380.2469
sdd-lstct,S,3,100,8,350,350,350,100000,25392833,12319961.17,1438777.231
sdd-lstct,S,3,100,8,350,350,350,100000,25452401,19299877.97,1162077.371
sdd-lstct,S,3,100,8,350,350,350,100000,25783257,14910895.57,2672761.616
sdd-lstct,S,3,100,8,350,350,350,100000,25568804,17167871.75,960935.4311
sdd-lstct,S,3,100,8,350,350,350,100000,25781842,17483469.53,1122489.969
sdd-lstct,S,3,100,8,400,400,400,100000,48212387,16288926,1705820.603
sdd-lstct,S,3,100,8,400,400,400,100000,48468698,18582037.27,2759710.258
sdd-lstct,S,3,100,8,400,400,400,100000,47813372,21619956.27,1566871.857
sdd-lstct,S,3,100,8,400,400,400,100000,48157134,19446485.53,1720577.675
sdd-lstct,S,3,100,8,400,400,400,100000,47560097,19810591.27,2175135.484
sdd-lstct,S,3,100,8,256,256,256,100000,23967371,5032078.219,685047.0759
sdd-lstct,S,3,100,8,256,256,256,100000,23898565,7130777.379,387937.7163
sdd-lstct,S,3,100,8,256,256,256,100000,24496047,7433787.259,272752.2342
sdd-lstct,S,3,100,8,256,256,256,100000,23894936,7965115.479,1204375.86
sdd-lstct,S,3,100,8,256,256,256,100000,23869629,7460583.199,252195.0877
sdd-lstct,S,3,100,8,50,50,50,100000,34687,71578.21999,51356.84542
sdd-lstct,S,3,100,8,50,50,50,100000,90762,55579.31999,1019.072273
sdd-lstct,S,3,100,8,50,50,50,100000,89507,55340.07999,826.9599951
sdd-lstct,S,3,100,8,50,50,50,100000,89302,56636.07999,3508.144391
sdd-lstct,S,3,100,8,50,50,50,100000,89360,62519.69999,511.3164284
sdd-lstct,S,3,100,8,96,96,96,100000,822560,817523.1199,107779.5258
sdd-lstct,S,3,100,8,96,96,96,100000,1107725,521621.9599,12021.05988
sdd-lstct,S,3,100,8,96,96,96,100000,1149762,419215.2999,3379.638035
sdd-lstct,S,3,100,8,96,96,96,100000,1132984,410600.5399,15332.14821
sdd-lstct,S,3,100,8,96,96,96,100000,1064551,359965.8999,9321.068746
sdd-lstct,S,3,100,8,128,128,128,100000,2956263,1170143.5,219626.7124
sdd-lstct,S,3,100,8,128,128,128,100000,3010428,997615.8999,224300.4925
sdd-lstct,S,3,100,8,128,128,128,100000,2998860,1037279,180907.5245
sdd-lstct,S,3,100,8,128,128,128,100000,3001716,1097943.199,34912.85221
sdd-lstct,S,3,100,8,128,128,128,100000,3003819,973452.7399,12869.61505
sdd-lstct,S,3,100,8,300,300,300,100000,16536503,7726058.719,848744.1938
sdd-lstct,S,3,100,8,300,300,300,100000,16720806,10636172.95,792848.1382
sdd-lstct,S,3,100,8,300,300,300,100000,20929362,9886486.139,1216515.271
sdd-lstct,S,3,100,8,300,300,300,100000,16549224,11967180.21,738009.9756
sdd-lstct,S,3,100,8,300,300,300,100000,16488871,10218879.71,1068272.105
sdd-lstct,S,3,100,8,64,64,64,100000,121697,199315.0799,53222.71487
sdd-lstct,S,3,100,8,64,64,64,100000,363288,183961.0199,1730.74871
sdd-lstct,S,3,100,8,64,64,64,100000,381740,192056.2799,6230.331124
sdd-lstct,S,3,100,8,64,64,64,100000,381164,200837.9599,9756.395715
sdd-lstct,S,3,100,8,64,64,64,100000,363287,150967.7199,19244.20989
sdd-lstct,D,3,100,8,100,100,100,100000,645852,1167441,318641.4536
sdd-lstct,D,3,100,8,100,100,100,100000,644540,866435.3999,428181.6464
sdd-lstct,D,3,100,8,100,100,100,100000,643677,998481.1999,449150.237
sdd-lstct,D,3,100,8,100,100,100,100000,639975,1200718.119,303764.3464
sdd-lstct,D,3,100,8,100,100,100,100000,645040,1391347.959,196452.9586
sdd-lstct,D,3,100,8,192,192,192,100000,9692064,4573344.399,290601.4221
sdd-lstct,D,3,100,8,192,192,192,100000,9412963,5035551.699,533935.5732
sdd-lstct,D,3,100,8,192,192,192,100000,9365853,6210644.459,1042263.705
sdd-lstct,D,3,100,8,192,192,192,100000,9397475,6085258.719,309084.948
sdd-lstct,D,3,100,8,192,192,192,100000,9337915,6908961.959,1420492.699
sdd-lstct,D,3,100,8,160,160,160,100000,5236668,2443787.759,1116939.267
sdd-lstct,D,3,100,8,160,160,160,100000,5228704,3341079.599,971604.1518
sdd-lstct,D,3,100,8,160,160,160,100000,5241932,4476077.439,374413.3737
sdd-lstct,D,3,100,8,160,160,160,100000,5427314,2497205.559,696566.0609
sdd-lstct,D,3,100,8,160,160,160,100000,5266147,3670297.819,624232.877
sdd-lstct,D,3,100,8,250,250,250,100000,10236471,9652015.599,970072.1637
sdd-lstct,D,3,100,8,250,250,250,100000,10181881,12519901.83,308347.8225
sdd-lstct,D,3,100,8,250,250,250,100000,10386635,13761340.01,2079593.393
sdd-lstct,D,3,100,8,250,250,250,100000,10222312,14213916.93,609454.4392
sdd-lstct,D,3,100,8,250,250,250,100000,10230279,15377263.07,1932414.789
sdd-lstct,D,3,100,8,150,150,150,100000,2231955,2513237.299,849522.6441
sdd-lstct,D,3,100,8,150,150,150,100000,2232964,2293017.639,240183.0937
sdd-lstct,D,3,100,8,150,150,150,100000,2226079,3549343.439,318462.3646
sdd-lstct,D,3,100,8,150,150,150,100000,2220058,3774153.919,118467.0197
sdd-lstct,D,3,100,8,150,150,150,100000,2229494,3084267.039,408756.4647
sdd-lstct,D,3,100,8,288,288,288,100000,29445065,11597560.53,1550204.154
sdd-lstct,D,3,100,8,288,288,288,100000,29967136,17590095.89,3689116.071
sdd-lstct,D,3,100,8,288,288,288,100000,29562289,18892971.69,2602269.893
sdd-lstct,D,3,100,8,288,288,288,100000,30164054,19083369.29,1164759.681
sdd-lstct,D,3,100,8,288,288,288,100000,31277333,17763702.77,2477665.309
sdd-lstct,D,3,100,8,200,200,200,100000,5251524,5120655.479,875404.5343
sdd-lstct,D,3,100,8,200,200,200,100000,5233452,5983056.079,1049262.156
sdd-lstct,D,3,100,8,200,200,200,100000,5351859,7708569.979,2017490.698
sdd-lstct,D,3,100,8,200,200,200,100000,5244341,7452843.919,1488509.32
sdd-lstct,D,3,100,8,200,200,200,100000,5214795,6694725.919,992701.2133
sdd-lstct,D,3,100,8,224,224,224,100000,14653078,6952296.279,869102.4636
sdd-lstct,D,3,100,8,224,224,224,100000,14685317,11814732.29,1675115.294
sdd-lstct,D,3,100,8,224,224,224,100000,14608130,10139438.19,1126324.576
sdd-lstct,D,3,100,8,224,224,224,100000,14771626,9635795.679,704955.5933
sdd-lstct,D,3,100,8,224,224,224,100000,19152624,8607840.479,391489.6829
sdd-lstct,D,3,100,8,350,350,350,100000,40592944,20919697.23,2737668.289
sdd-lstct,D,3,100,8,350,350,350,100000,35215977,27063610.19,1495152.384
sdd-lstct,D,3,100,8,350,350,350,100000,39701008,34745173.13,5523739.513
sdd-lstct,D,3,100,8,350,350,350,100000,40020878,25919265.03,6912807.347
sdd-lstct,D,3,100,8,350,350,350,100000,61970662,26625695.57,3125606.418
sdd-lstct,D,3,100,8,400,400,400,100000,82159898,33261469.67,2338202.641
sdd-lstct,D,3,100,8,400,400,400,100000,76652588,37893032.53,8051672.361
sdd-lstct,D,3,100,8,400,400,400,100000,69760218,36673815.25,2685924.497
sdd-lstct,D,3,100,8,400,400,400,100000,74064605,38441541.81,3672710.123
sdd-lstct,D,3,100,8,400,400,400,100000,75188983,34619923.77,3098825.77
sdd-lstct,D,3,100,8,256,256,256,100000,24193269,9927977.339,1063497.764
sdd-lstct,D,3,100,8,256,256,256,100000,23974929,14858369.93,1050260.934
sdd-lstct,D,3,100,8,256,256,256,100000,24774334,12096448.69,593789.7642
sdd-lstct,D,3,100,8,256,256,256,100000,24209490,16314703.17,2907932.57
sdd-lstct,D,3,100,8,256,256,256,100000,23855312,14496324.5,1272528.324
sdd-lstct,D,3,100,8,50,50,50,100000,50774,232671.3799,36257.91974
sdd-lstct,D,3,100,8,50,50,50,100000,158762,193936.5799,8452.735985
sdd-lstct,D,3,100,8,50,50,50,100000,157413,170641.2399,1775.22113
sdd-lstct,D,3,100,8,50,50,50,100000,156942,164893.0599,13565.79256
sdd-lstct,D,3,100,8,50,50,50,100000,158648,138514.9399,1951.656787
sdd-lstct,D,3,100,8,96,96,96,100000,1037263,1078262.819,96740.87852
sdd-lstct,D,3,100,8,96,96,96,100000,1040153,953026.4199,209128.3235
sdd-lstct,D,3,100,8,96,96,96,100000,1044190,819607.2599,279488.273
sdd-lstct,D,3,100,8,96,96,96,100000,1037109,959354.3999,173544.8038
sdd-lstct,D,3,100,8,96,96,96,100000,1044788,951312.9399,59383.65449
sdd-lstct,D,3,100,8,128,128,128,100000,3020503,1600715.759,736602.6135
sdd-lstct,D,3,100,8,128,128,128,100000,3003613,1614245.299,493889.1846
sdd-lstct,D,3,100,8,128,128,128,100000,3008694,1938410.179,268092.1277
sdd-lstct,D,3,100,8,128,128,128,100000,3012382,2180532.799,254073.8201
sdd-lstct,D,3,100,8,128,128,128,100000,2957752,2255959.619,126186.1427
sdd-lstct,D,3,100,8,300,300,300,100000,19788391,13898723.27,1262524.812
sdd-lstct,D,3,100,8,300,300,300,100000,18360958,20796160.91,1984207.066
sdd-lstct,D,3,100,8,300,300,300,100000,18140346,19758595.23,2127887.672
sdd-lstct,D,3,100,8,300,300,300,100000,17222056,18966235.95,6039693.037
sdd-lstct,D,3,100,8,300,300,300,100000,17263455,18532386.61,1464668.935
sdd-lstct,D,3,100,8,64,64,64,100000,223339,278504.8199,23607.40662
sdd-lstct,D,3,100,8,64,64,64,100000,255256,289677.5999,13413.32709
sdd-lstct,D,3,100,8,64,64,64,100000,717105,274742.8799,31516.42844
sdd-lstct,D,3,100,8,64,64,64,100000,299292,172256.1399,2607.117626
sdd-lstct,D,3,100,8,64,64,64,100000,309061,172917.3199,3095.35613
