algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstmdtfai,D,3,100,1,256,256,256,1,48,12,1052078.74,12659.2384
lstmdtfai,D,3,100,1,256,256,256,1,48,10,780823.78,91441.16064
lstmdtfai,D,3,100,1,256,256,256,1,48,12,1077522.36,14687.13242
lstmdtfai,D,3,100,1,256,256,256,1,48,12,1094663.96,14945.22478
lstmdtfai,D,3,100,1,400,400,400,1,48,11,2021682.04,603994.2204
lstmdtfai,D,3,100,1,400,400,400,1,48,15,2349182.58,549252.7094
lstmdtfai,D,3,100,1,400,400,400,1,48,15,1727357,1018000.036
lstmdtfai,D,3,100,1,400,400,400,1,48,14,3070326.16,33247.30003
lstmdtfai,D,3,100,1,400,400,400,1,48,15,1462538.54,1087583.461
lstmdtfai,D,3,100,1,224,224,224,1,48,8,435571.36,5676.122098
lstmdtfai,D,3,100,1,224,224,224,1,48,10,430964.54,8676.809631
lstmdtfai,D,3,100,1,224,224,224,1,48,10,422879.94,4093.768584
lstmdtfai,D,3,100,1,224,224,224,1,48,10,420555.72,5182.253583
lstmdtfai,D,3,100,1,224,224,224,1,48,10,419096.62,4304.014651
lstmdtfai,D,3,100,1,550,550,550,1,48,20,2727222.76,1098042.796
lstmdtfai,D,3,100,1,550,550,550,1,48,21,3032827.9,1163931.718
lstmdtfai,D,3,100,1,550,550,550,1,48,21,3222375.38,892100.6614
lstmdtfai,D,3,100,1,550,550,550,1,48,20,3810785.62,1964942.466
lstmdtfai,D,3,100,1,550,550,550,1,48,21,6075260.32,1445694.501
