algorithm,precision,dims,iterations,s,nx,ny,nz,xs_tile_size,init_time,time,std_dev
sdd-lstct,S,3,100,8,250,250,250,100000,23196329,5374402.599,416666.4621
sdd-lstct,S,3,100,8,250,250,250,100000,22708900,4843385.439,53331.75069
sdd-lstct,S,3,100,8,250,250,250,100000,22701311,4713829.079,43879.70462
sdd-lstct,S,3,100,8,250,250,250,100000,22681975,4205252.279,75310.6526
sdd-lstct,S,3,100,8,150,150,150,100000,4291291,684157.6799,5907.425945
sdd-lstct,S,3,100,8,150,150,150,100000,4296084,810769.3199,50391.97497
sdd-lstct,S,3,100,8,150,150,150,100000,4378757,748150.3799,22273.73145
sdd-lstct,S,3,100,8,150,150,150,100000,4379514,705249,5648.546627
sdd-lstct,S,3,100,8,150,150,150,100000,4377894,842297.5399,62043.52774
sdd-lstct,S,3,100,8,288,288,288,100000,35713295,6657204.519,382347.3327
sdd-lstct,S,3,100,8,288,288,288,100000,35374422,7117913.199,597757.9006
sdd-lstct,S,3,100,8,288,288,288,100000,35398616,7312925.839,106023.8603
sdd-lstct,S,3,100,8,288,288,288,100000,35427443,7691943.299,504917.4834
sdd-lstct,S,3,100,8,288,288,288,100000,35415971,6742336.659,466107.1227
sdd-lstct,S,3,100,8,200,200,200,100000,11745884,1961664,260240.2166
sdd-lstct,S,3,100,8,200,200,200,100000,11845894,2188361.459,20978.87174
sdd-lstct,S,3,100,8,200,200,200,100000,11842591,2181834.239,141199.8251
sdd-lstct,S,3,100,8,200,200,200,100000,11843677,2339674.679,142776.9218
sdd-lstct,S,3,100,8,200,200,200,100000,11854993,1931379.559,43785.55928
sdd-lstct,S,3,100,8,224,224,224,100000,17153568,2805382.919,292822.611
sdd-lstct,S,3,100,8,224,224,224,100000,17211509,3324240.339,45899.90705
sdd-lstct,S,3,100,8,224,224,224,100000,17228649,3041725.599,120889.391
sdd-lstct,S,3,100,8,224,224,224,100000,17223433,3154655.019,28792.32398
sdd-lstct,S,3,100,8,224,224,224,100000,17216054,3210619.019,22475.21004
sdd-lstct,S,3,100,8,350,350,350,100000,72936053,12849518.77,723161.4154
sdd-lstct,S,3,100,8,350,350,350,100000,71990805,12411800.65,471951.195
sdd-lstct,S,3,100,8,350,350,350,100000,73783956,12558941.67,540173.2616
sdd-lstct,S,3,100,8,350,350,350,100000,73775171,14454526.01,720797.1543
sdd-lstct,S,3,100,8,350,350,350,100000,72966323,12627304.73,769151.5096
sdd-lstct,S,3,100,8,400,400,400,100000,94185986,18424971.11,521617.6613
sdd-lstct,S,3,100,8,400,400,400,100000,97292366,18368277.65,1408506.123
sdd-lstct,S,3,100,8,400,400,400,100000,97689051,18040215.15,634916.2757
sdd-lstct,S,3,100,8,400,400,400,100000,96576542,20229865.95,853145.9024
sdd-lstct,S,3,100,8,400,400,400,100000,97796615,22234222.35,1392928.149
sdd-lstct,S,3,100,8,256,256,256,100000,24603512,4802463.759,235472.0556
sdd-lstct,S,3,100,8,256,256,256,100000,24764677,5091624.319,80138.18618
sdd-lstct,S,3,100,8,256,256,256,100000,24777060,5056864.859,151069.8285
sdd-lstct,S,3,100,8,256,256,256,100000,24787900,5085464.779,77263.13312
sdd-lstct,S,3,100,8,256,256,256,100000,24738766,4797401.659,352872.9906
sdd-lstct,S,3,100,8,50,50,50,100000,48187,22919.87999,1696.346752
sdd-lstct,S,3,100,8,50,50,50,100000,65394,22379.83999,270.9815757
sdd-lstct,S,3,100,8,50,50,50,100000,59763,22355.13999,249.3853251
sdd-lstct,S,3,100,8,50,50,50,100000,60251,22145.61999,247.5692945
sdd-lstct,S,3,100,8,50,50,50,100000,57189,22243.47999,699.4897637
sdd-lstct,S,3,100,8,96,96,96,100000,521494,86262.93999,3309.919312
sdd-lstct,S,3,100,8,96,96,96,100000,674670,90506.37999,6218.220815
sdd-lstct,S,3,100,8,96,96,96,100000,673707,87488.05999,4298.015339
sdd-lstct,S,3,100,8,96,96,96,100000,674212,89993.65999,5361.961885
sdd-lstct,S,3,100,8,96,96,96,100000,688619,84798.25999,3053.178395
sdd-lstct,S,3,100,8,128,128,128,100000,2811177,372248.5799,4123.132736
sdd-lstct,S,3,100,8,128,128,128,100000,2848618,424453.4199,5913.023917
sdd-lstct,S,3,100,8,128,128,128,100000,2826597,420323.2599,42539.21035
sdd-lstct,S,3,100,8,128,128,128,100000,2822997,382909.4599,4613.148266
sdd-lstct,S,3,100,8,128,128,128,100000,2816606,391467.5,12049.75991
sdd-lstct,S,3,100,8,300,300,300,100000,40349726,7675879.359,193930.6155
sdd-lstct,S,3,100,8,300,300,300,100000,46517917,7892595.579,688852.7476
sdd-lstct,S,3,100,8,300,300,300,100000,40063546,8720825.119,176187.0309
sdd-lstct,S,3,100,8,300,300,300,100000,40771251,7717062.839,561762.646
sdd-lstct,S,3,100,8,300,300,300,100000,39956110,7962394.839,202358.6356
sdd-lstct,S,3,100,8,64,64,64,100000,129001,32080.17999,2020.465458
sdd-lstct,S,3,100,8,64,64,64,100000,147599,32139.35999,373.0004697
sdd-lstct,S,3,100,8,64,64,64,100000,145693,31491.69999,493.659893
sdd-lstct,S,3,100,8,64,64,64,100000,146073,31396.03999,252.3954009
sdd-lstct,S,3,100,8,64,64,64,100000,146028,31455.81999,313.3025177
sdd-lstct,D,3,100,8,100,100,100,100000,1243237,320893.9399,6423.202968
sdd-lstct,D,3,100,8,100,100,100,100000,1247261,348146.3599,14271.53663
sdd-lstct,D,3,100,8,100,100,100,100000,1247304,336632.0999,23841.36537
sdd-lstct,D,3,100,8,100,100,100,100000,1247519,300326.0399,13679.42
sdd-lstct,D,3,100,8,100,100,100,100000,1246055,335248.3399,8456.448218
sdd-lstct,D,3,100,8,192,192,192,100000,10652659,3734696.659,128693.7346
sdd-lstct,D,3,100,8,192,192,192,100000,10653699,3795791.719,408904.2682
sdd-lstct,D,3,100,8,192,192,192,100000,10663295,4100212.699,70031.09949
sdd-lstct,D,3,100,8,192,192,192,100000,10665527,4162499.359,128557.9955
sdd-lstct,D,3,100,8,192,192,192,100000,10679908,4291579.379,96350.94607
sdd-lstct,D,3,100,8,160,160,160,100000,6203760,2274237.239,92615.63473
sdd-lstct,D,3,100,8,160,160,160,100000,6191623,2070844,140700.4721
sdd-lstct,D,3,100,8,160,160,160,100000,6190707,2018923.959,113959.935
sdd-lstct,D,3,100,8,160,160,160,100000,6194168,1974795,124496.5753
sdd-lstct,D,3,100,8,160,160,160,100000,6209617,2435839.259,113558.8639
sdd-lstct,D,3,100,8,250,250,250,100000,27125585,8530961.819,328133.9664
sdd-lstct,D,3,100,8,250,250,250,100000,27024036,8977830.059,416653.8097
sdd-lstct,D,3,100,8,250,250,250,100000,27000102,10014889.91,529326.9371
sdd-lstct,D,3,100,8,250,250,250,100000,27007418,9682515.819,558034.2662
sdd-lstct,D,3,100,8,250,250,250,100000,27070282,9280881.019,734742.5866
sdd-lstct,D,3,100,8,150,150,150,100000,5446879,1861790.079,130769.1496
sdd-lstct,D,3,100,8,150,150,150,100000,5451873,1826725.359,222888.2465
sdd-lstct,D,3,100,8,150,150,150,100000,5443721,1751328.099,22909.14293
sdd-lstct,D,3,100,8,150,150,150,100000,5450469,1667443.659,51148.15416
sdd-lstct,D,3,100,8,150,150,150,100000,5448114,1663591.159,10417.60343
sdd-lstct,D,3,100,8,288,288,288,100000,36715747,13585058.77,608403.9226
sdd-lstct,D,3,100,8,288,288,288,100000,36774199,15743205.31,1154583.006
sdd-lstct,D,3,100,8,288,288,288,100000,36782657,13554600.23,785122.8011
sdd-lstct,D,3,100,8,288,288,288,100000,36800499,15748971.09,1499537.607
sdd-lstct,D,3,100,8,288,288,288,100000,36753700,16273017.91,825223.3594
sdd-lstct,D,3,100,8,200,200,200,100000,12268661,4667525.199,200835.8645
sdd-lstct,D,3,100,8,200,200,200,100000,12199927,4838882.159,234074.7932
sdd-lstct,D,3,100,8,200,200,200,100000,12218430,4354876.979,376617.5912
sdd-lstct,D,3,100,8,200,200,200,100000,12238468,4959751.139,56513.02736
sdd-lstct,D,3,100,8,200,200,200,100000,12250871,4850760.539,325984.548
sdd-lstct,D,3,100,8,224,224,224,100000,16817018,5970796.259,310359.1161
sdd-lstct,D,3,100,8,224,224,224,100000,16960306,6389364.919,413677.2283
sdd-lstct,D,3,100,8,224,224,224,100000,16802461,6451249.379,153133.6758
sdd-lstct,D,3,100,8,224,224,224,100000,16788506,6514049.399,179008.2793
sdd-lstct,D,3,100,8,224,224,224,100000,16788939,5925300.739,158847.3465
sdd-lstct,D,3,100,8,350,350,350,100000,77839106,25359594.87,975129.043
sdd-lstct,D,3,100,8,350,350,350,100000,77475213,27883195.43,3320797.108
sdd-lstct,D,3,100,8,350,350,350,100000,79717718,28812920.07,3294756.146
sdd-lstct,D,3,100,8,350,350,350,100000,79036883,24872016.05,1237720.451
sdd-lstct,D,3,100,8,350,350,350,100000,77782674,28852798.77,3872385.777
sdd-lstct,D,3,100,8,400,400,400,100000,98450777,39057363.61,2448920.768
sdd-lstct,D,3,100,8,400,400,400,100000,96459686,38802164.39,3430060.635
sdd-lstct,D,3,100,8,400,400,400,100000,99181497,36204515.89,2624267.138
sdd-lstct,D,3,100,8,400,400,400,100000,97084224,37506267.73,2693789.725
sdd-lstct,D,3,100,8,400,400,400,100000,112874720,45131946.87,5698632.593
sdd-lstct,D,3,100,8,256,256,256,100000,25515116,9745613.879,453673.8202
sdd-lstct,D,3,100,8,256,256,256,100000,25402583,10897335.31,312661.3004
sdd-lstct,D,3,100,8,256,256,256,100000,25641067,9772080.799,911171.6028
sdd-lstct,D,3,100,8,256,256,256,100000,25960119,10245178.15,111794.48
sdd-lstct,D,3,100,8,256,256,256,100000,25944931,11102881.93,211359.3025
sdd-lstct,D,3,100,8,50,50,50,100000,66687,35872.85999,3295.128901
sdd-lstct,D,3,100,8,50,50,50,100000,102137,36855.67999,2765.161401
sdd-lstct,D,3,100,8,50,50,50,100000,101955,37199.51999,3561.963072
sdd-lstct,D,3,100,8,50,50,50,100000,101021,36758.81999,2922.145264
sdd-lstct,D,3,100,8,50,50,50,100000,101645,36424.03999,2675.123742
sdd-lstct,D,3,100,8,96,96,96,100000,1093202,265455.0799,6007.235137
sdd-lstct,D,3,100,8,96,96,96,100000,1086130,287238.4599,24332.75584
sdd-lstct,D,3,100,8,96,96,96,100000,1095239,261274.6599,14503.37084
sdd-lstct,D,3,100,8,96,96,96,100000,1096557,263633.6799,8170.628637
sdd-lstct,D,3,100,8,96,96,96,100000,1098680,256635.8599,5890.344726
sdd-lstct,D,3,100,8,128,128,128,100000,3093560,1112993.199,21997.18254
sdd-lstct,D,3,100,8,128,128,128,100000,3101230,822902.5399,34129.13276
sdd-lstct,D,3,100,8,128,128,128,100000,3090273,925794.2799,38150.34486
sdd-lstct,D,3,100,8,128,128,128,100000,3105937,1004511.119,56828.65099
sdd-lstct,D,3,100,8,128,128,128,100000,3069534,976725.2599,18921.97335
sdd-lstct,D,3,100,8,300,300,300,100000,41222626,15508476.47,662777.7522
sdd-lstct,D,3,100,8,300,300,300,100000,41077233,16863268.13,1442875.409
sdd-lstct,D,3,100,8,300,300,300,100000,40796589,15585288.95,782775.2003
sdd-lstct,D,3,100,8,300,300,300,100000,41351459,18763838.15,2143483.125
sdd-lstct,D,3,100,8,300,300,300,100000,41345605,16261901.67,1608480.952
sdd-lstct,D,3,100,8,64,64,64,100000,139813,45824.73999,4051.086658
sdd-lstct,D,3,100,8,64,64,64,100000,193010,45546.51999,3531.514277
sdd-lstct,D,3,100,8,64,64,64,100000,191956,45699.63999,3653.795236
sdd-lstct,D,3,100,8,64,64,64,100000,192491,46423.15999,4225.080687
sdd-lstct,D,3,100,8,64,64,64,100000,192198,45338.75999,3516.414847
