algorithm,precision,dims,iterations,s,nx,ny,nz,empty,init_time,time,std_dev
lstcs,D,3,100,4,350,350,350,1,20,5551919.54,52928.13417
lstcs,D,3,100,4,350,350,350,1,24,5495269.4,251785.3327
lstcs,D,3,100,4,350,350,350,1,27,5379197.74,287387.4204
lstcs,D,3,100,4,350,350,350,1,25,5479196.64,207191.7377
lstcs,D,3,100,4,350,350,350,1,27,5497954.54,217855.5062
lstcs,D,3,100,4,100,100,100,1,6,180738.24,2781.913806
lstcs,D,3,100,4,100,100,100,1,9,180854.52,2980.223933
lstcs,D,3,100,4,100,100,100,1,9,181232.64,1802.06418
lstcs,D,3,100,4,100,100,100,1,9,185322.7,19028.8814
lstcs,D,3,100,4,100,100,100,1,10,236802.3,186121.9608
lstcs,D,3,100,4,300,300,300,1,24,4261096.18,288128.423
lstcs,D,3,100,4,300,300,300,1,24,4038586.44,50647.60881
lstcs,D,3,100,4,300,300,300,1,26,4048715.68,136811.551
lstcs,D,3,100,4,300,300,300,1,25,4170778.58,19112.53064
lstcs,D,3,100,4,300,300,300,1,25,4080410.82,156728.5557
lstcs,D,3,100,4,400,400,400,1,32,8946514.38,320292.4869
lstcs,D,3,100,4,400,400,400,1,23,8680018.32,234885.4288
lstcs,D,3,100,4,400,400,400,1,30,8649955.04,190280.2527
lstcs,D,3,100,4,400,400,400,1,29,8709272.4,233297.4928
lstcs,D,3,100,4,400,400,400,1,30,8776822.54,180505.7757
lstcs,D,3,100,4,256,256,256,1,16,2485680.7,383507.7882
lstcs,D,3,100,4,256,256,256,1,23,2416253.32,24161.06291
lstcs,D,3,100,4,256,256,256,1,24,2410636.98,28894.21091
lstcs,D,3,100,4,256,256,256,1,22,2441295,192525.9917
lstcs,D,3,100,4,256,256,256,1,23,2437503,28525.69457
lstcs,D,3,100,4,192,192,192,1,11,1513736.78,119465.1249
lstcs,D,3,100,4,192,192,192,1,18,1492030.52,55234.32054
lstcs,D,3,100,4,192,192,192,1,18,1512204.62,107538.919
lstcs,D,3,100,4,192,192,192,1,17,1486136.64,22230.68391
lstcs,D,3,100,4,192,192,192,1,17,1489527.4,22319.11461
lstcs,D,3,100,4,224,224,224,1,14,1698197.42,20877.696
lstcs,D,3,100,4,224,224,224,1,17,1687978.14,28399.82552
lstcs,D,3,100,4,224,224,224,1,15,1783428.46,393932.7649
lstcs,D,3,100,4,224,224,224,1,16,1687324.22,29337.11385
lstcs,D,3,100,4,224,224,224,1,15,1725542.58,18569.04319
lstcs,S,3,100,8,100,100,100,1,5,285994,1602.726202
lstcs,S,3,100,8,100,100,100,1,9,288845.06,14697.22317
lstcs,S,3,100,8,100,100,100,1,9,287945.18,9266.270751
lstcs,S,3,100,8,100,100,100,1,9,286941.06,2180.837577
lstcs,S,3,100,8,100,100,100,1,9,286603.1,1548.033737
lstcs,S,3,100,8,192,192,192,1,17,2599677.04,35027.09115
lstcs,S,3,100,8,192,192,192,1,19,2520346.62,163219.7693
lstcs,S,3,100,8,192,192,192,1,19,2519994.46,18309.67019
lstcs,S,3,100,8,192,192,192,1,18,2610057.32,176197.9225
lstcs,S,3,100,8,192,192,192,1,17,2575247.46,24329.00526
lstcs,S,3,100,8,160,160,160,1,9,1256601.68,127076.229
lstcs,S,3,100,8,160,160,160,1,15,1255087.92,15941.11551
lstcs,S,3,100,8,160,160,160,1,15,1253825.76,18943.01126
lstcs,S,3,100,8,160,160,160,1,16,1252654.4,12193.46727
lstcs,S,3,100,8,160,160,160,1,16,1264439.16,16370.6122
lstcs,S,3,100,8,250,250,250,1,15,4326013.58,200724.3956
lstcs,S,3,100,8,250,250,250,1,21,4372742,25971.5333
lstcs,S,3,100,8,250,250,250,1,21,4385155.24,259946.0645
lstcs,S,3,100,8,250,250,250,1,18,4312914.78,27532.42912
lstcs,S,3,100,8,250,250,250,1,18,4367082.58,229965.9398
lstcs,S,3,100,8,150,150,150,1,8,1156356.6,15778.69957
lstcs,S,3,100,8,150,150,150,1,13,1187921.66,15051.53869
lstcs,S,3,100,8,150,150,150,1,12,1209619.58,66525.38977
lstcs,S,3,100,8,150,150,150,1,12,1194238.22,13846.17353
lstcs,S,3,100,8,150,150,150,1,12,1177527.86,13705.31831
lstcs,S,3,100,8,288,288,288,1,19,5518424.88,270994.1305
lstcs,S,3,100,8,288,288,288,1,20,5516345.84,254161.1599
lstcs,S,3,100,8,288,288,288,1,21,5507851.48,235486.0244
lstcs,S,3,100,8,288,288,288,1,27,5501497.46,47148.7111
lstcs,S,3,100,8,288,288,288,1,25,5522207.74,182057.9319
lstcs,S,3,100,8,200,200,200,1,13,2219455.34,23076.09271
lstcs,S,3,100,8,200,200,200,1,14,2209454.08,23714.20222
lstcs,S,3,100,8,200,200,200,1,18,2234633.66,22910.88028
lstcs,S,3,100,8,200,200,200,1,18,2240614.02,215229.9397
lstcs,S,3,100,8,200,200,200,1,14,2219054.34,21020.33228
lstcs,S,3,100,8,224,224,224,1,15,2983985.62,254980.6551
lstcs,S,3,100,8,224,224,224,1,20,2943813.28,34168.43904
lstcs,S,3,100,8,224,224,224,1,20,2967684.48,192399.0397
lstcs,S,3,100,8,224,224,224,1,22,2963312.8,36418.38449
lstcs,S,3,100,8,224,224,224,1,19,3005810.4,179136.1785
lstcs,S,3,100,8,350,350,350,1,20,10228454.28,253429.5258
lstcs,S,3,100,8,350,350,350,1,23,10337018.1,326173.1217
lstcs,S,3,100,8,350,350,350,1,27,10302001.84,225564.6426
lstcs,S,3,100,8,350,350,350,1,28,10276894.4,314546.3608
lstcs,S,3,100,8,350,350,350,1,26,10209644,267289.9102
lstcs,S,3,100,8,400,400,400,1,22,14664946.44,303988.7058
lstcs,S,3,100,8,400,400,400,1,22,14645960.98,333175.4057
lstcs,S,3,100,8,400,400,400,1,23,14640971.08,373737.5848
lstcs,S,3,100,8,400,400,400,1,26,14539604.06,241217.8964
lstcs,S,3,100,8,256,256,256,1,17,4414429.92,41191.26416
lstcs,S,3,100,8,256,256,256,1,23,4420368.32,187668.5071
lstcs,S,3,100,8,256,256,256,1,24,4388927.62,39969.1615
lstcs,S,3,100,8,256,256,256,1,24,4402917.32,266787.683
lstcs,S,3,100,8,256,256,256,1,25,4410178.84,165312.0739
lstcs,S,3,100,8,50,50,50,1,2,52958.1,1612.908234
lstcs,S,3,100,8,50,50,50,1,6,52966.06,1556.10567
lstcs,S,3,100,8,50,50,50,1,6,53012.12,1583.545852
lstcs,S,3,100,8,50,50,50,1,6,53011.74,1665.584616
lstcs,S,3,100,8,50,50,50,1,6,53098.2,1628.27053
lstcs,S,3,100,8,96,96,96,1,6,262156.7,1529.441078
lstcs,S,3,100,8,96,96,96,1,9,265595.4,14433.85018
lstcs,S,3,100,8,96,96,96,1,9,262916.88,1621.693296
lstcs,S,3,100,8,96,96,96,1,9,263280.06,1726.324621
lstcs,S,3,100,8,96,96,96,1,9,263490.42,1790.590228
lstcs,S,3,100,8,128,128,128,1,8,792839.78,74748.0623
lstcs,S,3,100,8,128,128,128,1,11,782385.96,2295.368066
lstcs,S,3,100,8,128,128,128,1,11,786110.74,12142.54068
lstcs,S,3,100,8,128,128,128,1,12,820956.82,152564.2617
lstcs,S,3,100,8,128,128,128,1,12,788326.4,2206.54423
lstcs,S,3,100,8,300,300,300,1,17,7006203.16,227681.7059
lstcs,S,3,100,8,300,300,300,1,19,6990642.82,174134.3814
lstcs,S,3,100,8,300,300,300,1,21,7003039.2,250138.4681
lstcs,S,3,100,8,300,300,300,1,19,7034956.02,181801.9303
lstcs,S,3,100,8,300,300,300,1,22,6953815.08,49334.15761
lstcs,S,3,100,8,64,64,64,1,4,140596.24,2222.273301
lstcs,S,3,100,8,64,64,64,1,7,138478.64,1195.193252
lstcs,S,3,100,8,64,64,64,1,7,138396.58,1521.152433
lstcs,S,3,100,8,64,64,64,1,8,138024.16,1262.520722
lstcs,S,3,100,8,64,64,64,1,8,145962.54,9790.691259
lstcs,D,3,100,8,100,100,100,1,8,371167.98,1180.557605
lstcs,D,3,100,8,100,100,100,1,12,376058.5,16734.18687
lstcs,D,3,100,8,100,100,100,1,13,372948.22,1709.237061
lstcs,D,3,100,8,100,100,100,1,12,373322.98,1278.188976
lstcs,D,3,100,8,100,100,100,1,12,377029.6,17048.41159
lstcs,D,3,100,8,192,192,192,1,18,2596333.58,228708.9862
lstcs,D,3,100,8,192,192,192,1,22,2520898.72,23569.95831
lstcs,D,3,100,8,192,192,192,1,20,2553175.8,22498.72702
lstcs,D,3,100,8,192,192,192,1,20,2578923.14,185922.9187
lstcs,D,3,100,8,192,192,192,1,21,2584719.96,23850.95787
lstcs,D,3,100,8,160,160,160,1,16,1568448.96,19743.48814
lstcs,D,3,100,8,160,160,160,1,23,1557733.68,22665.00411
lstcs,D,3,100,8,160,160,160,1,23,1554152.98,14669.64199
lstcs,D,3,100,8,160,160,160,1,23,1564158.34,20452.53488
lstcs,D,3,100,8,160,160,160,1,23,1582427.9,169066.8416
lstcs,D,3,100,8,250,250,250,1,22,4446950.06,315597.5242
lstcs,D,3,100,8,250,250,250,1,24,4461444.32,31314.1814
lstcs,D,3,100,8,250,250,250,1,23,4463530.9,201907.3953
lstcs,D,3,100,8,250,250,250,1,25,4368856.9,321040.8755
lstcs,D,3,100,8,250,250,250,1,25,4332748.06,30020.58549
lstcs,D,3,100,8,150,150,150,1,13,1278708.14,225555.7343
lstcs,D,3,100,8,150,150,150,1,16,1279750.34,52184.36307
lstcs,D,3,100,8,150,150,150,1,18,1307100.46,214460.9713
lstcs,D,3,100,8,150,150,150,1,22,1248839.68,18917.852
lstcs,D,3,100,8,150,150,150,1,20,1245566.52,16992.80431
lstcs,D,3,100,8,288,288,288,1,25,6362435.82,187717.3683
lstcs,D,3,100,8,288,288,288,1,29,6381987.64,51181.48986
lstcs,D,3,100,8,288,288,288,1,34,6327898.86,183201.6979
lstcs,D,3,100,8,288,288,288,1,34,6333260.24,171917.3317
lstcs,D,3,100,8,288,288,288,1,28,6378647.36,169088.9236
lstcs,D,3,100,8,200,200,200,1,18,2580335.76,26285.9167
lstcs,D,3,100,8,200,200,200,1,23,2628977.62,102016.5078
lstcs,D,3,100,8,200,200,200,1,20,2680917.82,70715.02416
lstcs,D,3,100,8,200,200,200,1,22,2606508.68,25433.00859
lstcs,D,3,100,8,200,200,200,1,24,2642491.96,244999.378
lstcs,D,3,100,8,224,224,224,1,21,3199725.94,142238.1104
lstcs,D,3,100,8,224,224,224,1,30,3133047.7,34399.28315
lstcs,D,3,100,8,224,224,224,1,29,3109307.56,226716.8087
lstcs,D,3,100,8,224,224,224,1,29,3119942.78,49037.17193
lstcs,D,3,100,8,224,224,224,1,30,3170451.12,164306.6742
lstcs,D,3,100,8,350,350,350,1,32,12044863.02,338297.2457
lstcs,D,3,100,8,350,350,350,1,30,11751297.2,206502.2505
lstcs,D,3,100,8,350,350,350,1,32,12207163.74,301804.0688
lstcs,D,3,100,8,350,350,350,1,31,11879274.86,175077.8583
lstcs,D,3,100,8,350,350,350,1,42,12016985.08,327775.1225
lstcs,D,3,100,8,400,400,400,1,34,15013516.72,282387.8005
lstcs,D,3,100,8,400,400,400,1,35,15023754.36,334490.3573
lstcs,D,3,100,8,400,400,400,1,34,14800493.2,339054.0418
lstcs,D,3,100,8,400,400,400,1,45,14772624.98,221899.9098
lstcs,D,3,100,8,256,256,256,1,24,4903920.26,33373.73812
lstcs,D,3,100,8,256,256,256,1,26,4858813.38,218068.7356
lstcs,D,3,100,8,256,256,256,1,27,4989016.8,176504.3312
lstcs,D,3,100,8,256,256,256,1,29,4882543.1,178301.2039
lstcs,D,3,100,8,256,256,256,1,27,4941617.2,47893.8634
lstcs,D,3,100,8,50,50,50,1,4,73844.42,6910.442125
lstcs,D,3,100,8,50,50,50,1,8,61996.58,1377.742778
lstcs,D,3,100,8,50,50,50,1,9,62083.6,1532.759877
lstcs,D,3,100,8,50,50,50,1,8,62096.16,1241.83671
lstcs,D,3,100,8,50,50,50,1,8,62046.78,1563.983763
lstcs,D,3,100,8,96,96,96,1,8,325876,1897.598282
lstcs,D,3,100,8,96,96,96,1,15,325374.58,2022.446836
lstcs,D,3,100,8,96,96,96,1,13,323077.3,1474.098087
lstcs,D,3,100,8,96,96,96,1,14,328046.54,19400.23904
lstcs,D,3,100,8,96,96,96,1,13,344276.06,59757.19521
lstcs,D,3,100,8,128,128,128,1,10,960802.78,18217.42425
lstcs,D,3,100,8,128,128,128,1,17,959239.36,19524.20371
lstcs,D,3,100,8,128,128,128,1,17,971229.96,2427.912181
lstcs,D,3,100,8,128,128,128,1,16,1007200.96,155247.1457
lstcs,D,3,100,8,128,128,128,1,17,969915.72,22449.91113
lstcs,D,3,100,8,300,300,300,1,25,7977584.42,243971.4329
lstcs,D,3,100,8,300,300,300,1,27,8059940.82,393980.0042
lstcs,D,3,100,8,300,300,300,1,29,8063190.34,341679.8033
lstcs,D,3,100,8,300,300,300,1,31,8030383.7,293255.41
lstcs,D,3,100,8,300,300,300,1,29,7964273.44,192023.9329
lstcs,D,3,100,8,64,64,64,1,5,185078.38,14296.88165
lstcs,D,3,100,8,64,64,64,1,11,178151.14,2202.431783
lstcs,D,3,100,8,64,64,64,1,10,178117.26,1773.272498
lstcs,D,3,100,8,64,64,64,1,10,177896.46,1745.213456
lstcs,D,3,100,8,64,64,64,1,10,177826.82,1539.985983
