algorithm,precision,dims,iterations,s,nx,ny,nz,cores_division,substrate_step,init_time,time,std_dev
lstmfpani,D,3,100,1,224,224,224,"1,72,2",1,76,1191782.64,135204.6628
lstmfpani,D,3,100,1,224,224,224,"1,72,2",1,83,1179052.8,38889.17084
lstmfpani,D,3,100,1,288,288,288,"1,48,3",1,55,1292036.12,19319.95
lstmfpani,D,3,100,1,288,288,288,"1,48,3",1,65,1335322,384825.1336
lstmfpani,D,3,100,1,288,288,288,"1,48,3",1,74,1262968.02,37880.00286
lstmfpani,D,3,100,1,288,288,288,"1,48,3",1,90,1269662,19984.20135
lstmfpani,D,3,100,1,288,288,288,"1,48,3",1,67,1273038.38,21418.04104
lstmfpani,D,3,100,1,192,192,192,"1,48,3",1,53,584401.28,18566.43294
lstmfpani,D,3,100,1,192,192,192,"1,48,3",1,62,591421.28,2097.394289
lstmfpani,D,3,100,1,192,192,192,"1,48,3",1,61,596412.3,23105.59121
lstmfpani,D,3,100,1,192,192,192,"1,48,3",1,63,592091.48,1260.919129
lstmfpani,D,3,100,1,192,192,192,"1,48,3",1,58,596394.54,18210.21259
lstmfpani,D,3,100,1,160,160,160,"1,48,3",1,55,460101.26,27662.3935
lstmfpani,D,3,100,1,160,160,160,"1,48,3",1,63,446793.32,1776.658712
lstmfpani,D,3,100,1,160,160,160,"1,48,3",1,61,444968.06,1442.583161
lstmfpani,D,3,100,1,160,160,160,"1,48,3",1,63,451286.62,17300.03646
lstmfpani,D,3,100,1,160,160,160,"1,48,3",1,65,447806.72,1325.793574
lstmfpani,D,3,100,1,350,350,350,"1,48,3",1,58,2198213.12,306746.6183
lstmfpani,D,3,100,1,350,350,350,"1,48,3",1,66,2122175.3,32012.71336
lstmfpani,D,3,100,1,350,350,350,"1,48,3",1,69,2154191.94,29242.23855
lstmfpani,D,3,100,1,350,350,350,"1,48,3",1,70,2165579.42,38002.50325
lstmfpani,D,3,100,1,350,350,350,"1,48,3",1,74,2203527.9,230228.0751
lstmfpani,D,3,100,1,150,150,150,"1,48,3",1,189,443837.94,414466.3058
lstmfpani,D,3,100,1,150,150,150,"1,48,3",1,101,405715.02,163342.2564
lstmfpani,D,3,100,1,150,150,150,"1,48,3",1,95,378616.7,27719.34715
lstmfpani,D,3,100,1,150,150,150,"1,48,3",1,61,374315.18,1634.267257
lstmfpani,D,3,100,1,150,150,150,"1,48,3",1,63,378752.32,22371.4908
lstmfpani,D,3,100,1,250,250,250,"1,48,3",1,278,1062187.88,332711.0291
lstmfpani,D,3,100,1,250,250,250,"1,48,3",1,95,1018889.68,3970.541326
lstmfpani,D,3,100,1,250,250,250,"1,48,3",1,74,1020616.24,25440.98514
lstmfpani,D,3,100,1,250,250,250,"1,48,3",1,65,1023056.64,17313.14736
lstmfpani,D,3,100,1,250,250,250,"1,48,3",1,64,1075892.7,256863.6267
lstmfpani,D,3,100,1,300,300,300,"1,48,3",1,56,1500345.28,21403.44372
lstmfpani,D,3,100,1,300,300,300,"1,48,3",1,92,1488029.32,20978.38041
lstmfpani,D,3,100,1,300,300,300,"1,48,3",1,73,1484588.46,21990.09018
lstmfpani,D,3,100,1,300,300,300,"1,48,3",1,74,1555160.92,407561.6247
lstmfpani,D,3,100,1,300,300,300,"1,48,3",1,86,1473981.18,22434.9555
lstmfpani,D,3,100,1,200,200,200,"1,48,3",1,57,609182.5,2486.796906
lstmfpani,D,3,100,1,200,200,200,"1,48,3",1,63,634199.92,22196.57948
lstmfpani,D,3,100,1,200,200,200,"1,48,3",1,62,604322.06,1481.130668
lstmfpani,D,3,100,1,200,200,200,"1,48,3",1,61,634378.44,18413.16336
lstmfpani,D,3,100,1,200,200,200,"1,48,3",1,65,608272.72,1826.052727
lstmfpani,D,3,100,1,256,256,256,"1,48,3",1,253,1098581.84,349751.9689
lstmfpani,D,3,100,1,256,256,256,"1,48,3",1,67,1061314.82,16798.0145
lstmfpani,D,3,100,1,256,256,256,"1,48,3",1,66,1053997.3,18304.09946
lstmfpani,D,3,100,1,256,256,256,"1,48,3",1,78,1069330.46,29018.13282
lstmfpani,D,3,100,1,256,256,256,"1,48,3",1,65,1120505.98,345630.1262
lstmfpani,D,3,100,1,400,400,400,"1,48,3",1,217,3045345.28,279143.8016
lstmfpani,D,3,100,1,400,400,400,"1,48,3",1,128,3089884.72,640583.3811
lstmfpani,D,3,100,1,400,400,400,"1,48,3",1,241,3067582.44,467182.6165
lstmfpani,D,3,100,1,400,400,400,"1,48,3",1,127,3132081.58,834620.8354
lstmfpani,D,3,100,1,400,400,400,"1,48,3",1,104,3035724.04,132888.6135
lstmfpani,D,3,100,1,224,224,224,"1,48,3",1,54,750500.4,12879.25358
lstmfpani,D,3,100,1,224,224,224,"1,48,3",1,67,811420.08,364667.9426
lstmfpani,D,3,100,1,224,224,224,"1,48,3",1,67,748650.28,22173.80529
lstmfpani,D,3,100,1,224,224,224,"1,48,3",1,72,761402.6,2472.593893
lstmfpani,D,3,100,1,224,224,224,"1,48,3",1,64,766327.82,19989.37464
lstmfpani,D,3,100,1,64,64,64,"1,8,18",1,51,20100.22,6578.318287
lstmfpani,D,3,100,1,64,64,64,"1,8,18",1,55,19331.54,668.2851251
lstmfpani,D,3,100,1,64,64,64,"1,8,18",1,55,19263.02,659.5701173
lstmfpani,D,3,100,1,64,64,64,"1,8,18",1,55,19337.48,738.2285619
lstmfpani,D,3,100,1,64,64,64,"1,8,18",1,55,19398.08,718.2002183
lstmfpani,D,3,100,1,288,288,288,"1,8,18",1,60,843275.2,28179.77183
lstmfpani,D,3,100,1,288,288,288,"1,8,18",1,70,843755.96,19799.21771
lstmfpani,D,3,100,1,288,288,288,"1,8,18",1,58,839129.58,2154.344848
lstmfpani,D,3,100,1,288,288,288,"1,8,18",1,68,847093.44,17771.15368
lstmfpani,D,3,100,1,288,288,288,"1,8,18",1,63,899147.38,345183.4133
lstmfpani,D,3,100,1,192,192,192,"1,8,18",1,48,272672.42,2647.583895
lstmfpani,D,3,100,1,192,192,192,"1,8,18",1,60,271704.32,1695.921289
lstmfpani,D,3,100,1,192,192,192,"1,8,18",1,59,277588.78,16931.75147
lstmfpani,D,3,100,1,192,192,192,"1,8,18",1,60,272377.94,1699.350222
lstmfpani,D,3,100,1,192,192,192,"1,8,18",1,801,273677.26,1294.961417
lstmfpani,D,3,100,1,160,160,160,"1,8,18",1,319,190761.74,161203.6936
lstmfpani,D,3,100,1,160,160,160,"1,8,18",1,65,164030.86,1739.069096
lstmfpani,D,3,100,1,160,160,160,"1,8,18",1,64,163834.44,1701.457236
lstmfpani,D,3,100,1,160,160,160,"1,8,18",1,65,163963.6,1604.45966
lstmfpani,D,3,100,1,160,160,160,"1,8,18",1,64,163833.36,1560.832044
lstmfpani,D,3,100,1,350,350,350,"1,8,18",1,64,1578175.76,26140.73439
lstmfpani,D,3,100,1,350,350,350,"1,8,18",1,79,1607838.44,18528.32123
lstmfpani,D,3,100,1,350,350,350,"1,8,18",1,97,1662170.2,210249.535
lstmfpani,D,3,100,1,350,350,350,"1,8,18",1,66,1625075.62,22040.52009
lstmfpani,D,3,100,1,350,350,350,"1,8,18",1,71,1635852.8,18702.85518
lstmfpani,D,3,100,1,96,96,96,"1,8,18",1,240,69975.88,132437.9014
lstmfpani,D,3,100,1,96,96,96,"1,8,18",1,62,63873.94,67988.80084
lstmfpani,D,3,100,1,96,96,96,"1,8,18",1,60,51482.76,1923.851788
lstmfpani,D,3,100,1,96,96,96,"1,8,18",1,61,51522.76,1631.162819
lstmfpani,D,3,100,1,96,96,96,"1,8,18",1,60,51427.1,1635.77956
lstmfpani,D,3,100,1,128,128,128,"1,8,18",1,54,106870.24,2976.04296
lstmfpani,D,3,100,1,128,128,128,"1,8,18",1,60,107110.58,1093.790914
lstmfpani,D,3,100,1,128,128,128,"1,8,18",1,58,107283.1,979.1160963
lstmfpani,D,3,100,1,128,128,128,"1,8,18",1,59,107161.6,1225.907696
lstmfpani,D,3,100,1,128,128,128,"1,8,18",1,62,107241.2,1156.485573
lstmfpani,D,3,100,1,150,150,150,"1,8,18",1,235,174448.6,198207.2359
lstmfpani,D,3,100,1,150,150,150,"1,8,18",1,66,146477,1443.830987
lstmfpani,D,3,100,1,150,150,150,"1,8,18",1,68,146410.54,1371.61145
lstmfpani,D,3,100,1,150,150,150,"1,8,18",1,65,146382.44,1389.151686
lstmfpani,D,3,100,1,150,150,150,"1,8,18",1,66,146453.58,1431.770877
lstmfpani,D,3,100,1,250,250,250,"1,8,18",1,167,701739.54,300325.5856
lstmfpani,D,3,100,1,250,250,250,"1,8,18",1,63,628359.46,15497.21734
lstmfpani,D,3,100,1,250,250,250,"1,8,18",1,63,624368,1494.537561
lstmfpani,D,3,100,1,250,250,250,"1,8,18",1,127,640615.26,91034.78138
lstmfpani,D,3,100,1,250,250,250,"1,8,18",1,80,636787.86,50276.19363
lstmfpani,D,3,100,1,300,300,300,"1,8,18",1,52,1039094.32,309551.6194
lstmfpani,D,3,100,1,300,300,300,"1,8,18",1,99,1055263.2,499300.7357
lstmfpani,D,3,100,1,300,300,300,"1,8,18",1,104,1009169.86,142451.0146
lstmfpani,D,3,100,1,300,300,300,"1,8,18",1,73,1017804.3,187259.7849
lstmfpani,D,3,100,1,300,300,300,"1,8,18",1,63,987689.64,15621.37426
lstmfpani,D,3,100,1,200,200,200,"1,8,18",1,54,317488,7004.711606
lstmfpani,D,3,100,1,200,200,200,"1,8,18",1,63,321675.8,16597.41128
lstmfpani,D,3,100,1,200,200,200,"1,8,18",1,59,317275.28,2170.27743
lstmfpani,D,3,100,1,200,200,200,"1,8,18",1,60,315562.88,1715.649086
lstmfpani,D,3,100,1,200,200,200,"1,8,18",1,65,317017.86,1666.766366
lstmfpani,D,3,100,1,100,100,100,"1,8,18",1,227,107482.92,394653.4681
lstmfpani,D,3,100,1,100,100,100,"1,8,18",1,78,55784.82,31898.15824
lstmfpani,D,3,100,1,100,100,100,"1,8,18",1,63,51397.94,1622.674119
lstmfpani,D,3,100,1,100,100,100,"1,8,18",1,65,51357.86,1617.184628
lstmfpani,D,3,100,1,100,100,100,"1,8,18",1,60,51372.96,1617.620932
lstmfpani,D,3,100,1,256,256,256,"1,8,18",1,513,699589.3,319393.6415
lstmfpani,D,3,100,1,256,256,256,"1,8,18",1,77,653680.32,12475.35189
lstmfpani,D,3,100,1,256,256,256,"1,8,18",1,2517,664718.74,55531.63957
lstmfpani,D,3,100,1,256,256,256,"1,8,18",1,62,652799.32,1774.368974
lstmfpani,D,3,100,1,256,256,256,"1,8,18",1,76,672203.38,110080.3143
lstmfpani,D,3,100,1,400,400,400,"1,8,18",1,60,2358085.62,32919.25896
lstmfpani,D,3,100,1,400,400,400,"1,8,18",1,193,2516698.76,348306.6698
lstmfpani,D,3,100,1,400,400,400,"1,8,18",1,79,2409625.72,38077.69529
lstmfpani,D,3,100,1,400,400,400,"1,8,18",1,105,2398918.72,31989.20154
lstmfpani,D,3,100,1,400,400,400,"1,8,18",1,80,2453889.9,317955.0052
lstmfpani,D,3,100,1,224,224,224,"1,8,18",1,237,461807.3,260880.4502
lstmfpani,D,3,100,1,224,224,224,"1,8,18",1,120,428913.48,54977.83781
lstmfpani,D,3,100,1,224,224,224,"1,8,18",1,63,421226.76,1855.664793
lstmfpani,D,3,100,1,224,224,224,"1,8,18",1,73,425493.06,14518.181
lstmfpani,D,3,100,1,224,224,224,"1,8,18",1,104,447543.72,192758.2593
lstmfpani,D,3,100,1,64,64,64,"1,18,8",1,45,43606.84,70314.73224
lstmfpani,D,3,100,1,64,64,64,"1,18,8",1,51,33764.48,1507.998133
lstmfpani,D,3,100,1,64,64,64,"1,18,8",1,51,33864.32,1499.704937
lstmfpani,D,3,100,1,64,64,64,"1,18,8",1,51,33871.56,1530.68756
lstmfpani,D,3,100,1,64,64,64,"1,18,8",1,51,33912.28,1540.382953
lstmfpani,D,3,100,1,288,288,288,"1,18,8",1,56,952917.54,252580.7666
lstmfpani,D,3,100,1,288,288,288,"1,18,8",1,68,909809.3,19634.02518
lstmfpani,D,3,100,1,288,288,288,"1,18,8",1,61,911670.74,19611.91429
lstmfpani,D,3,100,1,288,288,288,"1,18,8",1,89,908285.52,2282.443561
lstmfpani,D,3,100,1,288,288,288,"1,18,8",1,66,910503.84,19825.51399
lstmfpani,D,3,100,1,192,192,192,"1,18,8",1,114,312683.44,10168.27319
lstmfpani,D,3,100,1,192,192,192,"1,18,8",1,63,310044.8,2154.495941
lstmfpani,D,3,100,1,192,192,192,"1,18,8",1,63,309573.34,1761.908041
lstmfpani,D,3,100,1,192,192,192,"1,18,8",1,63,314722.86,15936.25182
lstmfpani,D,3,100,1,192,192,192,"1,18,8",1,582,310716.64,2271.914732
lstmfpani,D,3,100,1,160,160,160,"1,18,8",1,49,211631.98,142958.4292
lstmfpani,D,3,100,1,160,160,160,"1,18,8",1,57,190810.56,11180.97286
lstmfpani,D,3,100,1,160,160,160,"1,18,8",1,56,193276.82,9512.40469
lstmfpani,D,3,100,1,160,160,160,"1,18,8",1,56,190128.34,1759.839011
lstmfpani,D,3,100,1,160,160,160,"1,18,8",1,56,191508.74,2000.824518
lstmfpani,D,3,100,1,350,350,350,"1,18,8",1,58,1614113.84,27087.52931
lstmfpani,D,3,100,1,350,350,350,"1,18,8",1,71,1667381.44,299746.955
lstmfpani,D,3,100,1,96,96,96,"1,18,8",1,45,70660.04,22387.02462
lstmfpani,D,3,100,1,96,96,96,"1,18,8",1,60,66220.2,1647.465132
lstmfpani,D,3,100,1,96,96,96,"1,18,8",1,56,69550.3,8235.987524
lstmfpani,D,3,100,1,96,96,96,"1,18,8",1,1136,69819.94,12753.24556
lstmfpani,D,3,100,1,96,96,96,"1,18,8",1,59,66526.92,1834.948542
lstmfpani,D,3,100,1,128,128,128,"1,18,8",1,54,120599.64,4306.789039
lstmfpani,D,3,100,1,128,128,128,"1,18,8",1,63,121303.36,1285.208835
lstmfpani,D,3,100,1,128,128,128,"1,18,8",1,62,121290.4,964.3776853
lstmfpani,D,3,100,1,128,128,128,"1,18,8",1,62,121423.98,1143.902504
lstmfpani,D,3,100,1,128,128,128,"1,18,8",1,62,119729,897.8362657
lstmfpani,D,3,100,1,150,150,150,"1,18,8",1,50,201484.36,206041.9898
lstmfpani,D,3,100,1,150,150,150,"1,18,8",1,64,226251.54,351179.6151
lstmfpani,D,3,100,1,150,150,150,"1,18,8",1,63,166837.52,1701.512695
lstmfpani,D,3,100,1,150,150,150,"1,18,8",1,64,167364.42,1703.654086
lstmfpani,D,3,100,1,150,150,150,"1,18,8",1,62,167269.92,1775.513625
lstmfpani,D,3,100,1,250,250,250,"1,18,8",1,55,643421.28,21585.79912
lstmfpani,D,3,100,1,250,250,250,"1,18,8",1,66,647711.38,23602.58584
lstmfpani,D,3,100,1,250,250,250,"1,18,8",1,95,648874.9,2224.01708
lstmfpani,D,3,100,1,250,250,250,"1,18,8",1,68,650297.78,29978.66881
lstmfpani,D,3,100,1,250,250,250,"1,18,8",1,59,644548.28,2328.977939
lstmfpani,D,3,100,1,300,300,300,"1,18,8",1,69,1148201.64,129169.9389
lstmfpani,D,3,100,1,300,300,300,"1,18,8",1,111,1201945.14,564503.5698
lstmfpani,D,3,100,1,300,300,300,"1,18,8",1,97,1191381.8,416041.3946
lstmfpani,D,3,100,1,300,300,300,"1,18,8",1,81,1156506.24,111582.1709
lstmfpani,D,3,100,1,300,300,300,"1,18,8",1,144,1203835.66,306369.5143
lstmfpani,D,3,100,1,200,200,200,"1,18,8",1,56,361072.28,142658.0897
lstmfpani,D,3,100,1,200,200,200,"1,18,8",1,62,340810.16,1366.985389
lstmfpani,D,3,100,1,200,200,200,"1,18,8",1,119,430440.84,625603.3979
lstmfpani,D,3,100,1,200,200,200,"1,18,8",1,65,341608.7,1181.897546
lstmfpani,D,3,100,1,200,200,200,"1,18,8",1,66,341094.52,1169.664264
lstmfpani,D,3,100,1,100,100,100,"1,18,8",1,52,76750.78,25626.44602
lstmfpani,D,3,100,1,100,100,100,"1,18,8",1,64,72788.1,1596.896556
lstmfpani,D,3,100,1,100,100,100,"1,18,8",1,65,72980.26,1627.310884
lstmfpani,D,3,100,1,100,100,100,"1,18,8",1,63,73126.74,1623.622934
lstmfpani,D,3,100,1,100,100,100,"1,18,8",1,63,72951.58,1673.316576
lstmfpani,D,3,100,1,256,256,256,"1,18,8",1,49,677505.66,14209.18138
lstmfpani,D,3,100,1,256,256,256,"1,18,8",1,66,679198.1,18408.17028
lstmfpani,D,3,100,1,256,256,256,"1,18,8",1,62,674227.48,1824.286866
lstmfpani,D,3,100,1,256,256,256,"1,18,8",1,81,685579.52,19239.20135
lstmfpani,D,3,100,1,256,256,256,"1,18,8",1,65,680015,1927.829453
lstmfpani,D,3,100,1,400,400,400,"1,18,8",1,408,2904230.48,476483.3239
lstmfpani,D,3,100,1,400,400,400,"1,18,8",1,90,2746896.68,22397.21089
lstmfpani,D,3,100,1,400,400,400,"1,18,8",1,83,2750482.86,72924.87022
lstmfpani,D,3,100,1,224,224,224,"1,18,8",1,53,472915.12,16608.64744
lstmfpani,D,3,100,1,224,224,224,"1,18,8",1,65,468961.24,1884.760373
lstmfpani,D,3,100,1,224,224,224,"1,18,8",1,60,522213.4,325256.4136
lstmfpani,D,3,100,1,224,224,224,"1,18,8",1,62,473857.32,17903.19115
lstmfpani,D,3,100,1,64,64,64,"1,9,16",1,45,41423.78,153344.8374
lstmfpani,D,3,100,1,64,64,64,"1,9,16",1,58,19713.78,1289.84567
lstmfpani,D,3,100,1,64,64,64,"1,9,16",1,58,19618.34,1198.005069
lstmfpani,D,3,100,1,64,64,64,"1,9,16",1,57,19649.06,1192.207975
lstmfpani,D,3,100,1,64,64,64,"1,9,16",1,58,19641.5,1193.948395
lstmfpani,D,3,100,1,256,256,256,"1,9,16",1,59,645077.2,22192.50498
lstmfpani,D,3,100,1,256,256,256,"1,9,16",1,75,644703.9,2580.179965
lstmfpani,D,3,100,1,256,256,256,"1,9,16",1,66,650452.62,29757.69715
