algorithm,precision,dims,iterations,s,nx,ny,nz,cores_division,substrate_step,init_time,time,std_dev
lstmfpai,D,3,100,4,128,128,128,"1,8,9",1,87,387568.36,1549.261692
lstmfpai,D,3,100,4,128,128,128,"1,8,9",1,73,389248.58,11778.75507
lstmfpai,D,3,100,4,128,128,128,"1,8,9",1,74,394138.8,1849.879056
lstmfpai,D,3,100,4,128,128,128,"1,8,9",1,97,393629.28,1770.653225
lstmfpai,D,3,100,4,150,150,150,"1,8,9",1,5730,632327.52,61454.80956
lstmfpai,D,3,100,4,150,150,150,"1,8,9",1,120,629341,13655.80688
lstmfpai,D,3,100,4,150,150,150,"1,8,9",1,103,628440.44,1821.954019
lstmfpai,D,3,100,4,150,150,150,"1,8,9",1,84,623659.6,14634.36579
lstmfpai,D,3,100,4,150,150,150,"1,8,9",1,95,661936.64,142897.2326
lstmfpai,D,3,100,4,160,160,160,"1,8,9",1,100,715357.38,4495.21324
lstmfpai,D,3,100,4,160,160,160,"1,8,9",1,106,744509.66,211130.392
lstmfpai,D,3,100,4,160,160,160,"1,8,9",1,103,666508.84,2311.065212
lstmfpai,D,3,100,4,160,160,160,"1,8,9",1,101,691823.34,11635.31651
lstmfpai,D,3,100,4,160,160,160,"1,8,9",1,73,704815.06,17585.42811
lstmfpai,D,3,100,4,64,64,64,"1,8,9",1,52,73408.66,1680.12836
lstmfpai,D,3,100,4,64,64,64,"1,8,9",1,60,73995.26,1605.573988
lstmfpai,D,3,100,4,64,64,64,"1,8,9",1,67,73646.02,1664.695834
lstmfpai,D,3,100,4,64,64,64,"1,8,9",1,58,73591.54,1600.617708
lstmfpai,D,3,100,4,64,64,64,"1,8,9",1,57,73869.74,1621.178507
lstmfpai,D,3,100,4,50,50,50,"1,8,9",1,51,50665.62,10349.12868
lstmfpai,D,3,100,4,50,50,50,"1,8,9",1,59,49299.7,1442.952532
lstmfpai,D,3,100,4,50,50,50,"1,8,9",1,56,51711.44,13725.67362
lstmfpai,D,3,100,4,50,50,50,"1,8,9",1,68,53340.28,27838.01231
lstmfpai,D,3,100,4,50,50,50,"1,8,9",1,58,49777.84,1187.524204
lstmfpai,D,3,100,4,250,250,250,"1,8,9",1,123,2636583.04,29320.95232
lstmfpai,D,3,100,4,250,250,250,"1,8,9",1,90,2705179.76,180369.0549
lstmfpai,D,3,100,4,250,250,250,"1,8,9",1,111,2630298.18,17874.95216
lstmfpai,D,3,100,4,250,250,250,"1,8,9",1,101,2686595.02,23852.35298
lstmfpai,D,3,100,4,250,250,250,"1,8,9",1,90,2714925.26,197209.7678
lstmfpai,D,3,100,4,96,96,96,"1,8,9",1,61,201776.82,1803.46637
lstmfpai,D,3,100,4,96,96,96,"1,8,9",1,81,177363.72,1678.029309
lstmfpai,D,3,100,4,96,96,96,"1,8,9",1,59,177675.08,1807.206229
lstmfpai,D,3,100,4,96,96,96,"1,8,9",1,59,179679.8,8232.121175
lstmfpai,D,3,100,4,96,96,96,"1,8,9",1,63,179878.78,14136.07998
lstmfpai,D,3,100,4,350,350,350,"1,8,9",1,4533,6971284.66,46527.5537
lstmfpai,D,3,100,4,350,350,350,"1,8,9",1,122,7031620.76,198702.6781
lstmfpai,D,3,100,4,350,350,350,"1,8,9",1,120,6984914.3,180081.1874
lstmfpai,D,3,100,4,100,100,100,"1,8,9",1,55,226936.08,972.7192779
lstmfpai,D,3,100,4,100,100,100,"1,8,9",1,72,227327.02,683.1825375
lstmfpai,D,3,100,4,100,100,100,"1,8,9",1,89,231712.1,15907.73816
lstmfpai,D,3,100,4,100,100,100,"1,8,9",1,73,227523.64,934.6477146
lstmfpai,D,3,100,4,100,100,100,"1,8,9",1,96,228018.08,2021.018118
lstmfpai,D,3,100,4,300,300,300,"1,8,9",1,135,4501896.64,194411.7104
lstmfpai,D,3,100,4,300,300,300,"1,8,9",1,102,4419150.78,34058.91845
lstmfpai,D,3,100,4,400,400,400,"1,8,9",1,490,10500178.74,263710.0785
lstmfpai,D,3,100,4,400,400,400,"1,8,9",1,330,10495421.72,302298.9483
lstmfpai,D,3,100,4,400,400,400,"1,8,9",1,149,10880399.34,149043.1068
lstmfpai,D,3,100,4,256,256,256,"1,8,9",1,140,2836269,31520.52115
lstmfpai,D,3,100,4,256,256,256,"1,8,9",1,105,2850631.26,219608.644
lstmfpai,D,3,100,4,256,256,256,"1,8,9",1,107,2800150.16,22387.08276
lstmfpai,D,3,100,4,256,256,256,"1,8,9",1,109,2862893.94,158564.6626
lstmfpai,D,3,100,4,256,256,256,"1,8,9",1,99,2797710.58,21387.36753
lstmfpai,D,3,100,4,192,192,192,"1,8,9",1,108,1183573.62,11167.98136
lstmfpai,D,3,100,4,192,192,192,"1,8,9",1,101,1176506.44,9436.989732
lstmfpai,D,3,100,4,192,192,192,"1,8,9",1,91,1237006.02,331870.9183
lstmfpai,D,3,100,4,192,192,192,"1,8,9",1,94,1185322.44,18027.0415
lstmfpai,D,3,100,4,192,192,192,"1,8,9",1,88,1198675.1,15580.93221
lstmfpai,D,3,100,4,224,224,224,"1,8,9",1,113,2527860.46,12396.19138
lstmfpai,D,3,100,4,224,224,224,"1,8,9",1,87,2576442.4,193306.6625
lstmfpai,D,3,100,4,224,224,224,"1,8,9",1,97,2547739.56,13074.18132
lstmfpai,D,3,100,4,224,224,224,"1,8,9",1,84,2550035.22,15674.71237
lstmfpai,D,3,100,4,224,224,224,"1,8,9",1,119,2579417.74,29102.94453
lstmfpai,D,3,100,4,256,256,256,"1,9,4",1,125,2921643.58,11832.33106
lstmfpai,D,3,100,4,256,256,256,"1,9,4",1,3131,3056774.64,139178.2197
lstmfpai,S,3,100,8,100,100,100,"1,12,12",1,61,480083.62,1184.991357
lstmfpai,S,3,100,8,100,100,100,"1,12,12",1,91,497563.96,22199.93084
lstmfpai,S,3,100,8,100,100,100,"1,12,12",1,85,486945.66,1671.823204
lstmfpai,S,3,100,8,100,100,100,"1,12,12",1,82,497401.56,16845.12592
lstmfpai,S,3,100,8,100,100,100,"1,12,12",1,77,488078.96,2064.069911
lstmfpai,S,3,100,8,192,192,192,"1,12,12",1,3388,2023117.6,387949.9195
lstmfpai,S,3,100,8,192,192,192,"1,12,12",1,149,1962130.38,34473.65084
lstmfpai,S,3,100,8,192,192,192,"1,12,12",1,145,1959196.52,27274.85281
lstmfpai,S,3,100,8,192,192,192,"1,12,12",1,112,1964237.6,47400.43492
lstmfpai,S,3,100,8,192,192,192,"1,12,12",1,112,2022961.42,315723.6657
lstmfpai,S,3,100,8,160,160,160,"1,12,12",1,77,1403916.28,45760.97415
lstmfpai,S,3,100,8,160,160,160,"1,12,12",1,93,1425263.62,20497.86032
lstmfpai,S,3,100,8,160,160,160,"1,12,12",1,308,1421773.36,25093.48653
lstmfpai,S,3,100,8,160,160,160,"1,12,12",1,119,1475488.34,380098.1649
lstmfpai,S,3,100,8,160,160,160,"1,12,12",1,121,1411750.9,22245.04512
lstmfpai,S,3,100,8,250,250,250,"1,12,12",1,238,4646068.42,440167.6763
lstmfpai,S,3,100,8,250,250,250,"1,12,12",1,126,4607304.02,45363.11497
lstmfpai,S,3,100,8,250,250,250,"1,12,12",1,144,4697531.66,421922.2461
lstmfpai,S,3,100,8,250,250,250,"1,12,12",1,123,4673659.92,537276.9733
lstmfpai,S,3,100,8,250,250,250,"1,12,12",1,130,4587294.18,38153.71249
lstmfpai,S,3,100,8,150,150,150,"1,12,12",1,14278,1217518.44,165936.0077
lstmfpai,S,3,100,8,150,150,150,"1,12,12",1,135,1212156.56,36298.62602
lstmfpai,S,3,100,8,150,150,150,"1,12,12",1,135,1262124.38,404117.0971
lstmfpai,S,3,100,8,150,150,150,"1,12,12",1,3016,1212919.22,68557.84337
lstmfpai,S,3,100,8,150,150,150,"1,12,12",1,876,1235538.9,168371.958
lstmfpai,S,3,100,8,288,288,288,"1,12,12",1,164,5763217.96,63490.54779
lstmfpai,S,3,100,8,288,288,288,"1,12,12",1,210,5822522.2,447921.6217
lstmfpai,S,3,100,8,288,288,288,"1,12,12",1,125,5809608.98,375224.6621
lstmfpai,S,3,100,8,288,288,288,"1,12,12",1,177,5823608.78,391388.3725
lstmfpai,S,3,100,8,288,288,288,"1,12,12",1,217,5771175.58,62951.25843
lstmfpai,S,3,100,8,200,200,200,"1,12,12",1,8738,2353921.72,40000.47638
lstmfpai,S,3,100,8,200,200,200,"1,12,12",1,182,2404512.32,388657.6238
lstmfpai,S,3,100,8,200,200,200,"1,12,12",1,177,2331922.66,31517.41714
lstmfpai,S,3,100,8,200,200,200,"1,12,12",1,103,2338975,31925.72104
lstmfpai,S,3,100,8,200,200,200,"1,12,12",1,155,2399007.14,375367.6155
lstmfpai,S,3,100,8,224,224,224,"1,12,12",1,159,3161626.2,380107.5305
lstmfpai,S,3,100,8,224,224,224,"1,12,12",1,146,3133765.08,54664.55811
lstmfpai,S,3,100,8,224,224,224,"1,12,12",1,117,3184466.88,388867.1957
lstmfpai,S,3,100,8,224,224,224,"1,12,12",1,115,3136547.08,48319.46781
lstmfpai,S,3,100,8,224,224,224,"1,12,12",1,111,3198953.82,364590.0643
lstmfpai,S,3,100,8,350,350,350,"1,12,12",1,6662,10590507.74,644531.8521
lstmfpai,S,3,100,8,350,350,350,"1,12,12",1,385,10544829.92,294410.5573
lstmfpai,S,3,100,8,350,350,350,"1,12,12",1,2730,10570840.3,506149.5746
lstmfpai,S,3,100,8,350,350,350,"1,12,12",1,320,10528122.98,329617.0527
lstmfpai,S,3,100,8,350,350,350,"1,12,12",1,4307,10599725.44,390767.3532
lstmfpai,S,3,100,8,400,400,400,"1,12,12",1,358,15202532.26,355124.9284
lstmfpai,S,3,100,8,400,400,400,"1,12,12",1,346,15251703.52,387438.5456
lstmfpai,S,3,100,8,400,400,400,"1,12,12",1,244,15151509.3,339296.2227
lstmfpai,S,3,100,8,400,400,400,"1,12,12",1,166,15022592.68,340871.6639
lstmfpai,S,3,100,8,256,256,256,"1,12,12",1,153,4473054.04,62107.08276
lstmfpai,S,3,100,8,256,256,256,"1,12,12",1,461,4527867.24,353213.5194
lstmfpai,S,3,100,8,256,256,256,"1,12,12",1,125,4508254.08,381461.4641
lstmfpai,S,3,100,8,256,256,256,"1,12,12",1,114,4457388.78,40260.18525
lstmfpai,S,3,100,8,256,256,256,"1,12,12",1,114,4505258.2,394172.7077
lstmfpai,S,3,100,8,50,50,50,"1,12,12",1,54,166390.8,26173.74903
lstmfpai,S,3,100,8,50,50,50,"1,12,12",1,108,164702.02,1285.762132
lstmfpai,S,3,100,8,50,50,50,"1,12,12",1,126,162326.84,1504.579255
lstmfpai,S,3,100,8,50,50,50,"1,12,12",1,107,164365.3,1435.959334
lstmfpai,S,3,100,8,50,50,50,"1,12,12",1,103,162296.84,1045.083066
lstmfpai,S,3,100,8,96,96,96,"1,12,12",1,58,393733.8,64255.10059
lstmfpai,S,3,100,8,96,96,96,"1,12,12",1,81,446325.36,355134.798
lstmfpai,S,3,100,8,96,96,96,"1,12,12",1,80,381476.56,1894.281005
lstmfpai,S,3,100,8,96,96,96,"1,12,12",1,70,391245.66,1603.972015
lstmfpai,S,3,100,8,96,96,96,"1,12,12",1,71,388473.66,16567.27754
lstmfpai,S,3,100,8,128,128,128,"1,12,12",1,66,817092.58,19609.96029
lstmfpai,S,3,100,8,128,128,128,"1,12,12",1,107,818006.64,1807.081136
lstmfpai,S,3,100,8,128,128,128,"1,12,12",1,91,823037.62,18069.10984
lstmfpai,S,3,100,8,128,128,128,"1,12,12",1,79,878817.62,390743.7763
lstmfpai,S,3,100,8,128,128,128,"1,12,12",1,86,817594.98,1500.346127
lstmfpai,S,3,100,8,300,300,300,"1,12,12",1,11330,6655203.6,453489.7295
lstmfpai,S,3,100,8,300,300,300,"1,12,12",1,131,6635286.62,351576.3875
lstmfpai,S,3,100,8,300,300,300,"1,12,12",1,146,6625359.9,344617.3928
lstmfpai,S,3,100,8,300,300,300,"1,12,12",1,128,6634067,358536.1146
lstmfpai,S,3,100,8,300,300,300,"1,12,12",1,199,6590473.94,64013.06729
lstmfpai,S,3,100,8,64,64,64,"1,12,12",1,51,271492.2,27785.65031
lstmfpai,S,3,100,8,64,64,64,"1,12,12",1,78,262206.02,1459.930389
lstmfpai,S,3,100,8,64,64,64,"1,12,12",1,68,264585.68,1722.0848
lstmfpai,S,3,100,8,64,64,64,"1,12,12",1,69,261802.92,1368.882403
lstmfpai,S,3,100,8,64,64,64,"1,12,12",1,65,267788.4,16302.63661
lstmfpai,S,3,100,8,100,100,100,"1,8,9",1,62,367256.04,1218.512617
lstmfpai,S,3,100,8,100,100,100,"1,8,9",1,101,371585.58,11178.63811
lstmfpai,S,3,100,8,100,100,100,"1,8,9",1,88,369071.04,1072.873729
lstmfpai,S,3,100,8,100,100,100,"1,8,9",1,105,371516.26,20292.58652
lstmfpai,S,3,100,8,100,100,100,"1,8,9",1,88,423315.44,259589.3245
lstmfpai,S,3,100,8,160,160,160,"1,8,9",1,20463,1266616.02,1152228.969
lstmfpai,S,3,100,8,160,160,160,"1,8,9",1,1853,1150344.64,270493.7939
lstmfpai,S,3,100,8,160,160,160,"1,8,9",1,5398,1119673.12,87328.24305
lstmfpai,S,3,100,8,160,160,160,"1,8,9",1,5621,1122546.54,121251.715
lstmfpai,S,3,100,8,160,160,160,"1,8,9",1,14228,1149774.94,234884.257
lstmfpai,S,3,100,8,250,250,250,"1,8,9",1,133,3803421.24,23472.04095
lstmfpai,S,3,100,8,250,250,250,"1,8,9",1,118,3878709.78,378985.4327
lstmfpai,S,3,100,8,150,150,150,"1,8,9",1,139,982392.86,16339.25816
lstmfpai,S,3,100,8,150,150,150,"1,8,9",1,107,978578.26,15218.48511
lstmfpai,S,3,100,8,150,150,150,"1,8,9",1,99,976205.94,2582.42405
lstmfpai,S,3,100,8,150,150,150,"1,8,9",1,99,980444.52,11721.60431
lstmfpai,S,3,100,8,150,150,150,"1,8,9",1,99,1025346.24,209688.8634
lstmfpai,S,3,100,8,224,224,224,"1,8,9",1,123,2676528.78,25008.71871
lstmfpai,S,3,100,8,224,224,224,"1,8,9",1,118,2683335.76,178825.4227
lstmfpai,S,3,100,8,224,224,224,"1,8,9",1,156,2657867.52,19898.52436
lstmfpai,S,3,100,8,224,224,224,"1,8,9",1,162,2664857.82,27197.73356
lstmfpai,S,3,100,8,224,224,224,"1,8,9",1,120,2729142.68,252985.1185
lstmfpai,S,3,100,8,256,256,256,"1,8,9",1,141,3882867.98,31722.17678
lstmfpai,S,3,100,8,256,256,256,"1,8,9",1,118,3922163.46,374227.2721
lstmfpai,S,3,100,8,256,256,256,"1,8,9",1,190,3948470.4,257575.0147
lstmfpai,S,3,100,8,256,256,256,"1,8,9",1,127,3875815.28,14797.88518
lstmfpai,S,3,100,8,50,50,50,"1,8,9",1,54,88655.32,910.853763
lstmfpai,S,3,100,8,50,50,50,"1,8,9",1,82,90411.22,14370.14519
lstmfpai,S,3,100,8,50,50,50,"1,8,9",1,69,90771.42,7287.801109
lstmfpai,S,3,100,8,50,50,50,"1,8,9",1,67,89158.34,1460.68786
lstmfpai,S,3,100,8,50,50,50,"1,8,9",1,165,89048.06,1279.763688
lstmfpai,S,3,100,8,96,96,96,"1,8,9",1,64,323933.5,1185.586762
lstmfpai,S,3,100,8,96,96,96,"1,8,9",1,91,327553.38,14799.55354
lstmfpai,S,3,100,8,96,96,96,"1,8,9",1,77,324686.02,1495.950594
lstmfpai,S,3,100,8,96,96,96,"1,8,9",1,431,324356.1,1323.106802
lstmfpai,S,3,100,8,96,96,96,"1,8,9",1,74,324336.5,1313.538934
lstmfpai,S,3,100,8,128,128,128,"1,8,9",1,68,605867.78,3812.256231
lstmfpai,S,3,100,8,128,128,128,"1,8,9",1,90,563721.68,12703.22888
lstmfpai,S,3,100,8,128,128,128,"1,8,9",1,82,561490.46,1939.694659
lstmfpai,S,3,100,8,128,128,128,"1,8,9",1,85,589343.18,13287.07123
lstmfpai,S,3,100,8,128,128,128,"1,8,9",1,102,599198.9,1859.621297
lstmfpai,D,3,100,8,100,100,100,"1,12,12",1,67,532414.06,2009.613867
lstmfpai,D,3,100,8,100,100,100,"1,12,12",1,85,597768.12,396106.6555
lstmfpai,D,3,100,8,100,100,100,"1,12,12",1,85,534132.66,2917.162297
lstmfpai,D,3,100,8,100,100,100,"1,12,12",1,84,543185.58,26656.21548
lstmfpai,D,3,100,8,100,100,100,"1,12,12",1,86,532842.14,2550.477736
lstmfpai,D,3,100,8,192,192,192,"1,12,12",1,146,2583142.94,34430.25679
lstmfpai,D,3,100,8,192,192,192,"1,12,12",1,160,2576640.02,34689.227
lstmfpai,D,3,100,8,192,192,192,"1,12,12",1,156,2637891.06,392608.8946
lstmfpai,D,3,100,8,192,192,192,"1,12,12",1,111,2579145.88,41039.5371
lstmfpai,D,3,100,8,192,192,192,"1,12,12",1,151,2576390.44,43440.68922
lstmfpai,D,3,100,8,160,160,160,"1,12,12",1,216,1760767.28,30207.95871
lstmfpai,D,3,100,8,160,160,160,"1,12,12",1,137,1744296.84,37464.22824
lstmfpai,D,3,100,8,160,160,160,"1,12,12",1,126,1820123.22,445741.7389
lstmfpai,D,3,100,8,160,160,160,"1,12,12",1,121,1751654.24,21492.20536
lstmfpai,D,3,100,8,160,160,160,"1,12,12",1,137,1760539.98,33453.14785
lstmfpai,D,3,100,8,250,250,250,"1,12,12",1,228,5691847.32,375524.1726
lstmfpai,D,3,100,8,250,250,250,"1,12,12",1,153,5592157.64,71785.06622
lstmfpai,D,3,100,8,250,250,250,"1,12,12",1,184,5616085.08,304250.0158
lstmfpai,D,3,100,8,250,250,250,"1,12,12",1,191,5602803.9,266729.066
lstmfpai,D,3,100,8,250,250,250,"1,12,12",1,176,5601527.82,385433.414
lstmfpai,D,3,100,8,150,150,150,"1,12,12",1,517,1468669.92,19764.36716
lstmfpai,D,3,100,8,150,150,150,"1,12,12",1,119,1529633.72,397655.2822
lstmfpai,D,3,100,8,150,150,150,"1,12,12",1,129,1468990.88,24219.36032
lstmfpai,D,3,100,8,150,150,150,"1,12,12",1,111,1487474.62,25964.51804
lstmfpai,D,3,100,8,150,150,150,"1,12,12",1,111,1486301.62,26770.75094
lstmfpai,D,3,100,8,288,288,288,"1,12,12",1,211,7931829.8,409630.8119
lstmfpai,D,3,100,8,288,288,288,"1,12,12",1,173,7904051.9,341988.5909
lstmfpai,D,3,100,8,288,288,288,"1,12,12",1,199,7829574.48,108647.7514
lstmfpai,D,3,100,8,288,288,288,"1,12,12",1,137,7930812.58,344815.0246
lstmfpai,D,3,100,8,200,200,200,"1,12,12",1,158,3028107.16,397460.213
lstmfpai,D,3,100,8,200,200,200,"1,12,12",1,153,2973734.54,43708.24115
lstmfpai,D,3,100,8,200,200,200,"1,12,12",1,117,3010678.48,375940.3904
lstmfpai,D,3,100,8,200,200,200,"1,12,12",1,153,2965600.36,47392.74008
lstmfpai,D,3,100,8,200,200,200,"1,12,12",1,117,2950602.76,38296.56126
lstmfpai,D,3,100,8,224,224,224,"1,12,12",1,219,4140149.28,386880.8117
lstmfpai,D,3,100,8,224,224,224,"1,12,12",1,173,4165986.32,441348.7447
lstmfpai,D,3,100,8,224,224,224,"1,12,12",1,173,4071614.08,77058.20386
lstmfpai,D,3,100,8,224,224,224,"1,12,12",1,172,4137806.46,365558.5447
lstmfpai,D,3,100,8,224,224,224,"1,12,12",1,171,4090937.28,79788.47806
lstmfpai,D,3,100,8,350,350,350,"1,12,12",1,383,14889947.54,381530.1373
lstmfpai,D,3,100,8,350,350,350,"1,12,12",1,275,14834465.56,507436.2891
lstmfpai,D,3,100,8,350,350,350,"1,12,12",1,242,14828519.4,277751.4101
lstmfpai,D,3,100,8,400,400,400,"1,12,12",1,460,21566930.16,509365.7904
lstmfpai,D,3,100,8,400,400,400,"1,12,12",1,502,21308723.46,479956.5107
lstmfpai,D,3,100,8,256,256,256,"1,12,12",1,239,6103694.6,304525.9504
lstmfpai,D,3,100,8,256,256,256,"1,12,12",1,171,6166656.46,359401.9582
lstmfpai,D,3,100,8,256,256,256,"1,12,12",1,138,6167716.52,288989.8695
lstmfpai,D,3,100,8,256,256,256,"1,12,12",1,186,6173674.68,386806.8739
lstmfpai,D,3,100,8,256,256,256,"1,12,12",1,173,6186073.54,372380.0432
lstmfpai,D,3,100,8,50,50,50,"1,12,12",1,53,191924.4,45890.92181
lstmfpai,D,3,100,8,50,50,50,"1,12,12",1,77,184023.8,1807.535283
lstmfpai,D,3,100,8,50,50,50,"1,12,12",1,64,185667.26,1635.430008
lstmfpai,D,3,100,8,50,50,50,"1,12,12",1,62,189912.18,16358.88662
lstmfpai,D,3,100,8,50,50,50,"1,12,12",1,64,186762.72,1913.490873
lstmfpai,D,3,100,8,96,96,96,"1,12,12",1,1825,435275.16,30547.95969
lstmfpai,D,3,100,8,96,96,96,"1,12,12",1,88,433391.22,2438.365463
lstmfpai,D,3,100,8,96,96,96,"1,12,12",1,94,427514.18,2058.703579
lstmfpai,D,3,100,8,96,96,96,"1,12,12",1,91,437349.68,17491.66696
lstmfpai,D,3,100,8,96,96,96,"1,12,12",1,81,428913.94,2108.383366
lstmfpai,D,3,100,8,128,128,128,"1,12,12",1,154,1006199.44,26337.27719
lstmfpai,D,3,100,8,128,128,128,"1,12,12",1,112,1006126.76,32561.33853
lstmfpai,D,3,100,8,128,128,128,"1,12,12",1,114,1057412.74,401488.4954
lstmfpai,D,3,100,8,128,128,128,"1,12,12",1,107,1070218.12,456545.0182
lstmfpai,D,3,100,8,128,128,128,"1,12,12",1,118,1012245.5,19094.54698
lstmfpai,D,3,100,8,300,300,300,"1,12,12",1,219,9101763.16,511838.6293
lstmfpai,D,3,100,8,300,300,300,"1,12,12",1,155,9071242.76,334347.7129
lstmfpai,D,3,100,8,300,300,300,"1,12,12",1,231,9042651.1,110685.3391
lstmfpai,D,3,100,8,300,300,300,"1,12,12",1,161,9120043.3,526790.7874
lstmfpai,D,3,100,8,64,64,64,"1,12,12",1,71,291313.82,3316.694678
lstmfpai,D,3,100,8,64,64,64,"1,12,12",1,104,292517.5,1849.147147
lstmfpai,D,3,100,8,64,64,64,"1,12,12",1,96,291278.98,2048.806682
lstmfpai,D,3,100,8,64,64,64,"1,12,12",1,92,295979.86,16233.68868
lstmfpai,D,3,100,8,64,64,64,"1,12,12",1,87,292847.98,2162.729419
lstmfpai,D,3,100,8,224,224,224,"1,8,9",1,221,3747261.26,332966.4976
lstmfpai,D,3,100,8,224,224,224,"1,8,9",1,127,3669338.78,25562.29267
lstmfpai,D,3,100,8,224,224,224,"1,8,9",1,139,3708926.46,19560.63537
lstmfpai,D,3,100,8,224,224,224,"1,8,9",1,131,3666292.46,253527.4904
lstmfpai,D,3,100,8,224,224,224,"1,8,9",1,163,3737907.3,17328.07175
lstmfpai,D,3,100,8,50,50,50,"1,8,9",1,54,96712.06,273.5361336
lstmfpai,D,3,100,8,50,50,50,"1,8,9",1,78,96884.7,255.9582974
lstmfpai,D,3,100,8,50,50,50,"1,8,9",1,65,96970.08,180.7055992
lstmfpai,D,3,100,8,50,50,50,"1,8,9",1,79,99486.8,1100.527492
lstmfpai,D,3,100,8,50,50,50,"1,8,9",1,83,99171.96,1297.821035
