algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,init_time,time,std_dev
lstmfppai,D,3,100,2,150,150,150,2,44,148798.98,16443.54816
lstmfppai,D,3,100,2,150,150,150,2,57,145555.28,1585.97082
lstmfppai,D,3,100,2,150,150,150,2,55,145261.6,1722.20497
lstmfppai,D,3,100,2,150,150,150,2,49,146277,1764.501924
lstmfppai,D,3,100,2,150,150,150,2,50,145833.2,1710.893837
lstmfppai,D,3,100,2,100,100,100,2,44,53082.46,14673.54457
lstmfppai,D,3,100,2,100,100,100,2,51,45484.46,1607.930735
lstmfppai,D,3,100,2,100,100,100,2,48,45559.64,1629.452371
lstmfppai,D,3,100,2,100,100,100,2,49,45496.86,1631.095669
lstmfppai,D,3,100,2,100,100,100,2,47,45548.7,1587.84686
lstmfppai,D,3,100,2,288,288,288,1,68,811174.16,5157.914832
lstmfppai,D,3,100,2,288,288,288,1,58,819147.1,34739.47829
lstmfppai,D,3,100,2,288,288,288,1,93,848790.84,171024.983
lstmfppai,D,3,100,2,288,288,288,1,65,813691.5,2458.357543
lstmfppai,D,3,100,2,288,288,288,1,61,818579.22,19970.67116
lstmfppai,D,3,100,2,224,224,224,1,70,445818.36,18762.26554
lstmfppai,D,3,100,2,224,224,224,1,70,473549.42,115869.4864
lstmfppai,D,3,100,2,224,224,224,1,74,446704.62,19123.41898
lstmfppai,D,3,100,2,224,224,224,1,60,442834.44,1979.07047
lstmfppai,D,3,100,2,224,224,224,1,61,440289.04,1064.475513
lstmfppai,D,3,100,2,160,160,160,1,51,213737.68,1794.373333
lstmfppai,D,3,100,2,160,160,160,1,56,219635.96,10902.56847
lstmfppai,D,3,100,2,160,160,160,1,50,215349.48,2590.750102
lstmfppai,D,3,100,2,160,160,160,1,49,219281.74,28946.70665
lstmfppai,D,3,100,2,160,160,160,1,51,214867.34,1926.35828
lstmfppai,D,3,100,2,250,250,250,1,66,562583.76,3184.385608
lstmfppai,D,3,100,2,250,250,250,1,53,563391.1,22824.03521
lstmfppai,D,3,100,2,250,250,250,1,68,553197.46,2044.360352
lstmfppai,D,3,100,2,250,250,250,1,62,557218.76,20326.58143
lstmfppai,D,3,100,2,250,250,250,1,64,554385.76,2137.011414
lstmfppai,D,3,100,2,96,96,96,1,191,131422.92,13024.70658
lstmfppai,D,3,100,2,96,96,96,1,1334,122399.66,9134.158507
lstmfppai,D,3,100,2,96,96,96,1,611,111117.38,2618.06679
lstmfppai,D,3,100,2,96,96,96,1,501,108256.16,3017.526619
lstmfppai,D,3,100,2,96,96,96,1,7953,93982.36,2154.764876
lstmfppai,D,3,100,2,50,50,50,1,168,52928.24,4653.658959
lstmfppai,D,3,100,2,50,50,50,1,288,47579.84,3783.530174
lstmfppai,D,3,100,2,50,50,50,1,159,47774.12,4666.138119
lstmfppai,D,3,100,2,50,50,50,1,311,42757.7,5221.99012
lstmfppai,D,3,100,2,50,50,50,1,110,37555.98,1577.084265
lstmfppai,D,3,100,2,192,192,192,1,52,443648.88,1544.061821
lstmfppai,D,3,100,2,192,192,192,1,49,444446.1,1307.054463
lstmfppai,D,3,100,2,192,192,192,1,53,448436.28,24053.72571
lstmfppai,D,3,100,2,192,192,192,1,51,444491.72,1409.839339
lstmfppai,D,3,100,2,192,192,192,1,59,448321.68,17894.44882
lstmfppai,D,3,100,2,64,64,64,1,48,26576.92,6892.30167
lstmfppai,D,3,100,2,64,64,64,1,43,21513.42,1268.671496
lstmfppai,D,3,100,2,64,64,64,1,40,21593.74,1297.548871
lstmfppai,D,3,100,2,64,64,64,1,40,21644,1293.273042
lstmfppai,D,3,100,2,64,64,64,1,41,21694.36,1336.46321
lstmfppai,D,3,100,2,350,350,350,1,72,1701165.28,337565.6901
lstmfppai,D,3,100,2,350,350,350,1,66,1653847.1,24829.50344
lstmfppai,D,3,100,2,350,350,350,1,67,1647081.1,16599.53209
lstmfppai,D,3,100,2,350,350,350,1,61,1656008.62,16786.26705
lstmfppai,D,3,100,2,350,350,350,1,70,1694013,178155.5348
lstmfppai,D,3,100,2,256,256,256,1,255,695229.02,268038.9959
lstmfppai,D,3,100,2,256,256,256,1,22060,621681.16,150904.134
lstmfppai,D,3,100,2,256,256,256,1,85,596074.74,64594.64612
lstmfppai,D,3,100,2,256,256,256,1,13505,604612.44,101562.4086
lstmfppai,D,3,100,2,256,256,256,1,8369,629592.92,135330.0834
lstmfppai,D,3,100,2,400,400,400,1,78,2275257.82,33136.32821
lstmfppai,D,3,100,2,400,400,400,1,91,2425840.18,265848.6739
lstmfppai,D,3,100,2,400,400,400,1,102,2385695.04,36418.86682
lstmfppai,D,3,100,2,400,400,400,1,100,2384440.98,36061.79029
lstmfppai,D,3,100,2,400,400,400,1,99,2388205.26,28977.73094
lstmfppai,D,3,100,2,128,128,128,1,53,90188.44,11083.25564
lstmfppai,D,3,100,2,128,128,128,1,46,90804.58,19108.5797
lstmfppai,D,3,100,2,128,128,128,1,1349,86603.48,2228.40764
lstmfppai,D,3,100,2,128,128,128,1,43,86854.86,2485.193063
lstmfppai,D,3,100,2,128,128,128,1,71,89991.76,10981.75978
lstmfppai,D,3,100,2,300,300,300,1,62,1115447.74,13684.32097
lstmfppai,D,3,100,2,300,300,300,1,61,1149194.7,67708.5249
lstmfppai,D,3,100,2,300,300,300,1,69,1133883.58,19719.02906
lstmfppai,D,3,100,2,300,300,300,1,62,1135631.62,18951.35098
lstmfppai,D,3,100,2,300,300,300,1,57,1149118.94,18724.07524
lstmfppai,D,3,100,2,200,200,200,1,46,332180.86,1615.996609
lstmfppai,D,3,100,2,200,200,200,1,60,331012.26,1821.519309
lstmfppai,D,3,100,2,200,200,200,1,58,330005.02,1390.404365
lstmfppai,D,3,100,2,200,200,200,1,78,336650.44,18156.78816
lstmfppai,D,3,100,2,200,200,200,1,65,332408.52,1635.291023
lstmfppai,D,3,100,2,150,150,150,1,47,181547.36,1710.976771
lstmfppai,D,3,100,2,150,150,150,1,44,181958.56,1888.690109
lstmfppai,D,3,100,2,150,150,150,1,53,183031.82,1594.596095
lstmfppai,D,3,100,2,150,150,150,1,61,187633.76,14271.74493
lstmfppai,D,3,100,2,150,150,150,1,53,184310.88,2240.287764
lstmfppai,D,3,100,2,100,100,100,1,222,134636.64,12937.88987
lstmfppai,D,3,100,2,100,100,100,1,7551,124906.74,4034.862644
lstmfppai,D,3,100,2,100,100,100,1,8336,106646.74,6823.458823
lstmfppai,D,3,100,2,100,100,100,1,93,101312.46,2346.225174
lstmfppai,D,3,100,2,100,100,100,1,79,100739,2309.411336
lstmfppai,S,3,100,4,200,200,200,2,79,278466.72,4788.129965
lstmfppai,S,3,100,4,200,200,200,2,63,277471.6,1952.17241
lstmfppai,S,3,100,4,200,200,200,2,94,282003.62,19111.18778
lstmfppai,S,3,100,4,200,200,200,2,85,277962.74,3544.692121
lstmfppai,S,3,100,4,200,200,200,2,65,280520.02,2000.442936
lstmfppai,S,3,100,4,128,128,128,2,52,84835.62,2160.371911
lstmfppai,S,3,100,4,128,128,128,2,46,85203.36,1705.272327
lstmfppai,S,3,100,4,128,128,128,2,63,85304.9,1818.688299
lstmfppai,S,3,100,4,128,128,128,2,47,85107.9,1752.368229
lstmfppai,S,3,100,4,128,128,128,2,47,84955.76,1806.14453
lstmfppai,S,3,100,4,150,150,150,2,942,359858.18,47443.34225
lstmfppai,S,3,100,4,150,150,150,2,13204,299645.6,7863.943721
lstmfppai,S,3,100,4,150,150,150,2,121,263996.5,29079.15685
lstmfppai,S,3,100,4,150,150,150,2,85,174261,43159.27379
lstmfppai,S,3,100,4,150,150,150,2,60,157913.9,1866.633079
lstmfppai,S,3,100,4,64,64,64,2,47,19227.96,2290.881743
lstmfppai,S,3,100,4,64,64,64,2,100,15412.22,1795.497661
lstmfppai,S,3,100,4,64,64,64,2,56,14577.62,1061.164999
lstmfppai,S,3,100,4,64,64,64,2,96,14639.1,1140.170132
lstmfppai,S,3,100,4,64,64,64,2,78,14650.26,1147.483434
lstmfppai,S,3,100,4,250,250,250,2,65,566037.32,21634.57712
lstmfppai,S,3,100,4,250,250,250,2,67,559069.46,1915.472748
lstmfppai,S,3,100,4,250,250,250,2,69,561016.56,18564.3111
lstmfppai,S,3,100,4,250,250,250,2,69,557138.32,2334.43782
lstmfppai,S,3,100,4,250,250,250,2,68,560729.72,19819.18338
lstmfppai,S,3,100,4,96,96,96,2,41,49227.76,14149.70951
lstmfppai,S,3,100,4,96,96,96,2,53,48704.66,13358.52324
lstmfppai,S,3,100,4,96,96,96,2,59,47900.72,1661.117058
lstmfppai,S,3,100,4,96,96,96,2,43,48072.56,1600.410037
lstmfppai,S,3,100,4,96,96,96,2,56,48354.62,1858.518656
lstmfppai,S,3,100,4,350,350,350,2,14285,1614017.86,277814.7304
lstmfppai,S,3,100,4,350,350,350,2,142,1623541.56,174311.5012
lstmfppai,S,3,100,4,100,100,100,2,46,49299.52,5023.590836
lstmfppai,S,3,100,4,100,100,100,2,48,49016.8,1605.675409
lstmfppai,S,3,100,4,100,100,100,2,61,49292.58,1610.112022
lstmfppai,S,3,100,4,100,100,100,2,54,49547.18,1690.766686
lstmfppai,S,3,100,4,100,100,100,2,47,49670.58,1638.126602
lstmfppai,S,3,100,4,300,300,300,2,95,1028848.74,220914.2389
lstmfppai,S,3,100,4,400,400,400,2,74,2266296.06,32285.08346
lstmfppai,S,3,100,4,400,400,400,2,78,2271070.82,159356.8929
lstmfppai,S,3,100,4,400,400,400,2,75,2336566.08,37428.53946
lstmfppai,S,3,100,4,400,400,400,2,86,2218520.42,27540.70408
lstmfppai,S,3,100,4,400,400,400,2,76,2428413.82,167851.7101
lstmfppai,S,3,100,4,256,256,256,2,101,572850.9,1163.827861
lstmfppai,S,3,100,4,256,256,256,2,66,584447.36,15973.12377
lstmfppai,S,3,100,4,256,256,256,2,67,577504.04,1432.721131
lstmfppai,S,3,100,4,256,256,256,2,85,584273.68,20425.98401
lstmfppai,S,3,100,4,256,256,256,2,74,584120.12,1434.772507
lstmfppai,S,3,100,4,192,192,192,2,55,259877.98,15748.07204
lstmfppai,S,3,100,4,192,192,192,2,64,256037.16,1924.965832
lstmfppai,S,3,100,4,192,192,192,2,64,262486.56,17347.72268
lstmfppai,S,3,100,4,192,192,192,2,67,255028.38,1467.792232
lstmfppai,S,3,100,4,192,192,192,2,65,256301.7,2037.189439
lstmfppai,S,3,100,4,224,224,224,2,84,431430.04,7333.928118
lstmfppai,S,3,100,4,224,224,224,2,72,434086.28,15089.98545
lstmfppai,S,3,100,4,224,224,224,2,63,428468.42,2166.612121
lstmfppai,S,3,100,4,224,224,224,2,62,433723.4,13462.90408
lstmfppai,S,3,100,4,224,224,224,2,60,432081.38,7696.325336
lstmfppai,D,3,100,4,150,150,150,2,48,283514.42,1898.975314
lstmfppai,D,3,100,4,150,150,150,2,59,280317.76,1818.74288
lstmfppai,D,3,100,4,150,150,150,2,74,287410.94,18339.75288
lstmfppai,D,3,100,4,150,150,150,2,62,322181.86,146891.3803
lstmfppai,D,3,100,4,150,150,150,2,63,281996.3,1956.633888
lstmfppai,D,3,100,4,64,64,64,2,3678,82258.9,9597.156842
lstmfppai,D,3,100,4,64,64,64,2,1953,64928.94,4283.133014
lstmfppai,D,3,100,4,64,64,64,2,4062,60913.68,2937.39109
lstmfppai,D,3,100,4,64,64,64,2,100,60668.22,2375.665737
lstmfppai,D,3,100,4,64,64,64,2,85,54604.88,1961.327893
lstmfppai,D,3,100,4,250,250,250,2,281,1151795.62,303872.0566
lstmfppai,D,3,100,4,250,250,250,2,7567,1140650.82,197002.1744
lstmfppai,D,3,100,4,250,250,250,2,6505,1108135.38,57776.17495
lstmfppai,D,3,100,4,250,250,250,2,107,1097932.12,15991.05613
lstmfppai,D,3,100,4,250,250,250,2,1095,1110171.84,103017.4862
lstmfppai,D,3,100,4,400,400,400,2,99,4191727.26,34433.02379
lstmfppai,D,3,100,4,256,256,256,2,16091,1250078.96,316595.8438
lstmfppai,D,3,100,4,256,256,256,2,93,1170358.28,26122.69874
lstmfppai,D,3,100,4,256,256,256,2,75,1169561.42,25411.85534
lstmfppai,D,3,100,4,256,256,256,2,11522,1176034.24,38708.97735
lstmfppai,D,3,100,4,256,256,256,2,8427,1170197.26,94707.56855
lstmfppai,D,3,100,4,192,192,192,2,82,489694.92,2077.989344
lstmfppai,D,3,100,4,192,192,192,2,71,491908.88,20798.54091
lstmfppai,D,3,100,4,192,192,192,2,64,491060.06,1974.320383
lstmfppai,D,3,100,4,192,192,192,2,63,493594.04,27594.7747
lstmfppai,D,3,100,4,192,192,192,2,87,493132,10939.16596
lstmfppai,D,3,100,4,224,224,224,2,9199,895537.68,190362.7805
lstmfppai,D,3,100,4,224,224,224,2,80,851495.34,2634.13704
lstmfppai,D,3,100,4,224,224,224,2,91,855760.12,16360.30051
lstmfppai,D,3,100,4,224,224,224,2,101,898085.38,156460.1045
lstmfppai,D,3,100,4,224,224,224,2,4830,896932.92,140912.9659
