algorithm,precision,dims,iterations,s,nx,ny,nz,empty,init_time,time,std_dev
lstcss,D,3,100,4,256,256,256,1,20,2604093.04,394150.4466
lstcss,D,3,100,4,256,256,256,1,23,2600145.52,27422.15419
lstcss,D,3,100,4,256,256,256,1,22,2569867.32,34164.62604
lstcss,D,3,100,4,192,192,192,1,12,1100223.4,418474.0344
lstcss,D,3,100,4,192,192,192,1,16,1034506.46,16896.47593
lstcss,D,3,100,4,192,192,192,1,17,1024253.74,24388.57729
lstcss,D,3,100,4,192,192,192,1,18,1018913.96,17279.79979
lstcss,D,3,100,4,192,192,192,1,17,1034312.98,24586.99737
lstcss,D,3,100,4,224,224,224,1,14,1743117.08,25357.73233
lstcss,D,3,100,4,224,224,224,1,17,1736327.98,21614.36691
lstcss,D,3,100,4,224,224,224,1,17,1727638.68,26341.61756
lstcss,D,3,100,4,224,224,224,1,16,1758902.46,239809.8642
lstcss,D,3,100,4,224,224,224,1,17,1724602.8,21498.08726
lstcss,S,3,100,8,100,100,100,1,5,296109.42,1643.467397
lstcss,S,3,100,8,100,100,100,1,9,296624.92,1598.262943
lstcss,S,3,100,8,100,100,100,1,9,300451.94,20699.35931
lstcss,S,3,100,8,100,100,100,1,10,296377,1960.036979
lstcss,S,3,100,8,100,100,100,1,9,296475.62,1687.496014
lstcss,S,3,100,8,160,160,160,1,9,1206879.76,24999.64337
lstcss,S,3,100,8,160,160,160,1,13,1237944.32,150672.7934
lstcss,S,3,100,8,160,160,160,1,14,1211061.98,17040.71934
lstcss,S,3,100,8,160,160,160,1,14,1210163.9,15849.8503
lstcss,S,3,100,8,160,160,160,1,14,1211706.86,14930.56454
lstcss,S,3,100,8,250,250,250,1,15,4066580.94,283485.8103
lstcss,S,3,100,8,250,250,250,1,22,4021034.04,37658.10277
lstcss,S,3,100,8,150,150,150,1,8,984314.74,21585.06486
lstcss,S,3,100,8,150,150,150,1,11,982099.2,14815.58826
lstcss,S,3,100,8,150,150,150,1,12,976800,11631.65351
lstcss,S,3,100,8,150,150,150,1,12,978434.88,15575.64105
lstcss,S,3,100,8,150,150,150,1,12,977905.26,16071.5154
lstcss,S,3,100,8,224,224,224,1,15,2985296.06,38077.68988
lstcss,S,3,100,8,224,224,224,1,21,3005531.7,226712.3698
lstcss,S,3,100,8,224,224,224,1,20,2976317.18,42392.68179
lstcss,S,3,100,8,224,224,224,1,21,3016381.04,280943.7108
lstcss,S,3,100,8,224,224,224,1,22,2982688.6,32412.39931
lstcss,S,3,100,8,256,256,256,1,18,4931317.66,37384.00618
lstcss,S,3,100,8,256,256,256,1,20,4923845.06,182740.4147
lstcss,S,3,100,8,256,256,256,1,25,4903763.22,34790.4028
lstcss,S,3,100,8,50,50,50,1,2,36903.34,1579.211077
lstcss,S,3,100,8,50,50,50,1,6,37405.86,1603.434015
lstcss,S,3,100,8,50,50,50,1,6,37220.52,1577.249546
lstcss,S,3,100,8,50,50,50,1,6,37355.5,1606.172335
lstcss,S,3,100,8,50,50,50,1,6,37470.42,1623.422596
lstcss,S,3,100,8,96,96,96,1,5,264882.56,1822.848498
lstcss,S,3,100,8,96,96,96,1,9,264913.38,1707.134979
lstcss,S,3,100,8,96,96,96,1,9,265143.7,1538.461494
lstcss,S,3,100,8,96,96,96,1,10,269045.66,21195.9004
lstcss,S,3,100,8,96,96,96,1,10,306326.86,157532.3237
lstcss,S,3,100,8,128,128,128,1,8,626524.14,18262.99923
lstcss,S,3,100,8,128,128,128,1,12,622340.68,1495.959511
lstcss,S,3,100,8,128,128,128,1,12,626661.1,15893.00398
lstcss,S,3,100,8,128,128,128,1,12,623646.08,3397.931464
lstcss,S,3,100,8,128,128,128,1,12,654102.78,117179.236
lstcss,D,3,100,8,100,100,100,1,8,303828.04,2104.304113
lstcss,D,3,100,8,100,100,100,1,12,303766.56,1745.410005
lstcss,D,3,100,8,100,100,100,1,12,307333,14989.56894
lstcss,D,3,100,8,100,100,100,1,12,303928.04,1664.284939
lstcss,D,3,100,8,100,100,100,1,12,302955.52,1715.877714
lstcss,D,3,100,8,150,150,150,1,15,970282.14,1972.442516
lstcss,D,3,100,8,150,150,150,1,18,961745.8,16494.12771
lstcss,D,3,100,8,150,150,150,1,17,962279.34,17910.99815
lstcss,D,3,100,8,150,150,150,1,17,957322.04,19579.21253
lstcss,D,3,100,8,150,150,150,1,18,953790.84,20580.95233
lstcss,D,3,100,8,224,224,224,1,20,3389803.58,280233.1916
lstcss,D,3,100,8,224,224,224,1,31,3388443.36,34898.73684
lstcss,D,3,100,8,224,224,224,1,29,3406412.72,239389.8057
lstcss,D,3,100,8,224,224,224,1,29,3416097.78,38652.85123
lstcss,D,3,100,8,224,224,224,1,30,3437265.52,25181.52543
lstcss,D,3,100,8,256,256,256,1,24,4625763.02,42876.83689
lstcss,D,3,100,8,256,256,256,1,27,4718357.28,173197.6224
lstcss,D,3,100,8,256,256,256,1,27,4822810.78,158722.0968
lstcss,D,3,100,8,50,50,50,1,4,69676.9,1374.484096
lstcss,D,3,100,8,50,50,50,1,8,62588,10482.00984
lstcss,D,3,100,8,50,50,50,1,8,40077.4,1441.091836
lstcss,D,3,100,8,50,50,50,1,8,39983.12,1567.688663
lstcss,D,3,100,8,50,50,50,1,8,39958.42,1216.497219
lstcss,D,3,100,8,96,96,96,1,8,322015.94,149784.9799
lstcss,D,3,100,8,96,96,96,1,12,279243.3,1722.915311
lstcss,D,3,100,8,96,96,96,1,13,279644.28,1485.758204
lstcss,D,3,100,8,96,96,96,1,12,290504.42,29790.31359
lstcss,D,3,100,8,128,128,128,1,11,670269.76,1768.848377
lstcss,D,3,100,8,128,128,128,1,16,670943.54,18432.66179
lstcss,D,3,100,8,128,128,128,1,16,697578.58,119814.8334
lstcss,D,3,100,8,128,128,128,1,17,666216.1,8109.684419
lstcss,D,3,100,8,128,128,128,1,16,666785.74,23834.3139
